clean_document_sentences,reader_attention_of_each_word,average_reader_attention,sentence_length
revalorisation prestations laugmentation prélèvements entre vigueur janvier,"[6.7688917517215599987e-43, 1.4539545879707858714e-81, 4.2378278543801099334e-83, 2.5658389641251037666e-76, 7.953426623974424945e-88, 2.3393958454599906639e-87, 1.1400228756345770018e-86]",9.669845359602228e-44,7
finances niches fiscales plafond niches fiscales baisse euros plus revenu imposable,"[2.0009455935700331055e-67, 2.9145466697545882183e-83, 1.7632284934945375662e-80, 4.394229381274382967e-87, 4.607187051951776022e-88, 4.541588270842073635e-87, 5.3111497610783225714e-84, 6.376043010588143516e-70, 9.911990945928733635e-84, 4.0163379563071768704e-83, 1.34495575804100730475e-89]",1.8248378514370894e-68,11
prélèvements sociaux taxe participation lépargne salariale doublée passant comme prélèvements sociaux retraites chapeaux,"[4.5166379547421672145e-75, 1.6031659818844544119e-80, 1.87401644634145282e-82, 1.9200056217374861954e-57, 1.00339533160742413145e-83, 4.732288305077341222e-65, 3.5450209596192970992e-82, 2.0763830078397262478e-85, 1.135476064287880043e-92, 5.9728581463297962393e-80, 2.0522502343898555442e-83, 1.274669647021335665e-90, 1.9537533089031694362e-77]",1.4769274377387455e-58,13
plusvalues mobilières désormais soumises cotisations sociales dès premier euro,"[1.3786142276393907987e-87, 7.81894947450873716e-88, 3.863804930687806656e-81, 4.1477334880509109245e-87, 3.7299788747423662413e-82, 2.2196999349924370475e-85, 6.547740099316976699e-87, 1.6684885634366605014e-72, 1.61571457426823219225e-83]",1.8538761863220613e-73,9
contrats jusqualors exonérés prélèvements sociaux décès bénéficiaire perdent cet avantage,"[3.1728684870488086097e-85, 7.80977049165898014e-75, 2.4406371246266493656e-75, 1.4659463847779021412e-78, 1.4252100381555175453e-42, 1.1380080648835747115e-81, 4.7409816957266204113e-76, 8.070060914119485847e-85, 8.519964582114316156e-90, 2.4971762625711700031e-47]",1.4252350099181432e-43,10
retraite pension réversion retraités veufs veuves touchent moins euros mois bénéficient dune pension réversion vont voir cette prestation revalorisée,"[2.6941623084370811482e-86, 2.270771751951078929e-69, 8.0066194993776693284e-82, 1.9660590412793645492e-62, 1.9461570029534780282e-75, 8.350894456068724287e-80, 4.5381214289393736835e-83, 3.6365906707582523418e-78, 1.7218340346855965134e-68, 7.5062096982900238526e-67, 1.9261804580416909774e-76, 5.0993737741025073173e-82, 4.5178533845933297363e-64, 1.0565558553371774916e-51, 1.2066330914862363055e-86, 2.4960627567703775925e-67, 5.487289472924201645e-79, 1.6102146716024912785e-74, 1.4514184688244308662e-78]",5.560820291354162e-53,19
durée cotisation durée cotisation prétendre pension retraite passe trimestres,"[6.1269496501617159463e-65, 4.2035269639684388187e-79, 7.2973277988195885005e-84, 3.9337635351039070817e-71, 1.0400956837588685211e-79, 3.966729676547278431e-89, 1.7713300547756720742e-87, 9.914599314135846264e-87, 8.523889867832868104e-83]",6.807726204361449e-66,9
faudra attendre avril éventuelle revalorisation pensions,"[3.2423590298840731283e-85, 6.987802333004859569e-84, 2.3312401883589477875e-82, 1.6152415356257158326e-87, 2.5650000502344986947e-84, 2.4736116103516445058e-88]",4.05004866208032e-83,6
famille pères denfants nés compter pourront bénéficier partie majoration durée dassurance mda deux ans enfant jusqualors attribuées seules mères salariées privé,"[6.2835789093670384584e-76, 1.6563898863047924315e-86, 3.099354396565461906e-69, 4.0557217038137449436e-81, 7.167892265779939475e-75, 1.0672188514638616225e-87, 1.2099162641144397002e-79, 4.5018648912805239384e-55, 5.182513977459910144e-86, 1.2568211651789160104e-81, 1.644345596713022082e-78, 1.5063656575190304889e-83, 8.755046869581807324e-89, 1.0190439103516734882e-87, 3.0410310024896265546e-85, 6.784497853889341958e-87, 4.6203653715418022062e-26, 1.1998402065472837718e-64, 3.5642584160189764044e-87, 4.2812307687059209048e-89, 2.0966989459714480428e-83]",2.200173986448477e-27,21
santé accidents travail indemnités journalières versées sécurité sociale désormais soumises hauteur limpôt revenu,"[1.3674955706700211242e-86, 6.7513365102331217864e-85, 0.9999999999999984453, 1.6348334676485936409e-59, 1.8282179750067389295e-71, 1.8298610545563259821e-72, 2.3020649296762551314e-75, 8.779726045371122268e-63, 4.9755572512928962193e-86, 9.024442116972549385e-21, 1.7986166773235373253e-65, 4.8829893703733068373e-64, 5.669389027471884825e-70]",0.0769230769230768,13
