clean_document_sentences,reader_attention_of_each_word,average_reader_attention,sentence_length
décision a peu occultée censure taxe carbone,"[2.2295672330186410319e-161, 7.483501151047784165e-158, 4.9533866391107055123e-72, 3.6416287544945426313e-144, 1.1142532397129365764e-131, 2.8404554947487908903e-133, 4.6859566089047678387e-86]",7.076266627301075e-73,7
milieu patrimoine revêt pourtant grande importance conseil constitutionnel a rejeté mardi décembre disposition loi finances autorise transfert tous monuments historiques collectivités territoriales,"[1.9741852778205323703e-118, 2.8386009040614294047e-99, 5.516853446935838646e-160, 3.0690752764133711175e-152, 5.0474487415226243437e-141, 6.045368228386709615e-132, 8.719217870208040102e-155, 1.1169783955544802727e-149, 1.1181797348615630658e-159, 3.3957149109290400738e-144, 9.5832350558816114105e-53, 1.1913639638988998519e-136, 2.3046717930453344398e-142, 5.0384263124535274844e-127, 3.166663162564018429e-122, 6.6775828203136444013e-118, 8.036995411026455512e-108, 2.1194470567683181383e-176, 3.191752326836490864e-151, 3.589961133962416195e-166, 1.0748597582512266564e-137, 5.954884289887319315e-143]",4.356015934491642e-54,22
haute juridiction a estimé cet article anciennement constituait cavalier budgétaire na place loi finances,"[3.7610178040599624363e-157, 1.0623293170932381209e-164, 6.94618382019056837e-155, 7.295832741068108078e-132, 6.3189602160808952917e-84, 3.424668238233500589e-93, 1.5865803106052498984e-128, 5.162968519208252525e-96, 6.725338356626060834e-138, 3.2809312805101563327e-96, 7.2584641729024438924e-177, 9.405691716843869916e-178, 3.9107235918918787304e-176, 1.0336787980912659194e-179]",4.513543013938577e-85,14
autrement dit question dévolution patrimoine national letat établissements publics mairies conseils généraux régionaux apparue comme excédant simples questions financières conséquent texte devait être noyé lensemble projet budget,"[2.5776406768495089944e-192, 1.0318183099898001049e-166, 2.2545489790549331444e-170, 5.280541558675496344e-171, 5.196587138257719022e-136, 1.4679186166393111851e-159, 4.2079709356700583975e-154, 1.02135935570988079156e-162, 2.3681701206230537543e-111, 1.3537173284225331211e-139, 1.8761904801610307615e-134, 2.77366123338923885e-175, 1.1164182672040641382e-172, 7.588158575061368088e-163, 7.017311302574798731e-166, 7.484067618300480187e-181, 9.276640165061043134e-171, 2.0230375395112023762e-156, 1.1300855847794684587e-130, 1.3446064450220996379e-81, 8.6104265302791411975e-98, 1.9217864275791439974e-128, 1.8121514091983165805e-107, 2.2360749243304667033e-127, 5.7782560906119958914e-114, 3.2892060398206176989e-133, 1.6730078547579427582e-173]",4.9800238704522214e-83,27
cette décision devrait satisfaire nombreux opposants projet gauche comme droite,"[2.2227593390048903249e-159, 3.0227340082607926802e-181, 6.7174239916997059795e-166, 4.754553433548677979e-177, 1.8446142591350646491e-162, 9.664452021590871478e-180, 1.9226135935988011199e-166, 3.7966320219835924e-155, 7.381218176998836164e-160, 6.5459312606419047895e-160]",3.796993753959696e-156,10
ceuxci dénonçaient forme procédure choisie comme permettant débat approfondi,"[4.1471885516154498352e-145, 1.2855606043732255627e-166, 1.8446747473287466007e-158, 2.8124828338175503144e-163, 1.2482706690582782245e-170, 7.3664693405363340846e-189, 1.7858932172329068801e-174, 5.4366640780693789605e-182, 9.398604082589540893e-197]",4.607987279572927e-146,9
plus largement censure repose problème fond,"[4.4450343163499567724e-189, 1.7760210861841618098e-175, 4.9951761075761031626e-154, 3.2573830819957105742e-128, 1.5582721034420330466e-140, 4.6309174324627804492e-146]",5.4289718033287816e-129,6
depuis août loi limite transfert patrimonial monuments inscrits liste établie décret conseil detat,"[1.8629601560040687532e-132, 6.0377582755762110614e-148, 1.567425318011131474e-147, 9.133334201520676211e-147, 1.47859823738511758e-180, 6.7373202861093402175e-183, 4.6766115076474454254e-164, 8.679836982776307345e-168, 6.460695817997552542e-177, 4.0128054903643162738e-171, 1.615710844492147254e-151, 5.852222745324018281e-159, 1.678937561913277789e-63]",1.2914904322409828e-64,13
procédure na connu franc succès,"[1.2468862433584259666e-143, 7.482179540718133936e-149, 2.934976057595221643e-133, 1.0889593876939658823e-65, 5.554412314472738536e-129]",2.1779187753879317e-66,5
fallaitil élargir liste décider principe tous bâtiments transférables matignon a tranché lautomne cette seconde hypothèse,"[9.1018298367032256625e-108, 1.5290806293896538617e-171, 3.6041582423028191962e-180, 5.855700251083660058e-162, 2.6150232410015231937e-137, 2.4691071926802108775e-183, 1.1017173468104423468e-177, 5.866222845382728749e-167, 7.8139889144444823586e-172, 4.8669274441090684973e-66, 8.7788052190855221046e-144, 1.6982755100220031522e-158, 1.6403299876090759231e-147, 1.29358876713363467e-103, 9.594490204150427829e-145]",3.244618296072712e-67,15
rupture a fait réagir nombreux défenseurs patrimoine monde novembre,"[2.2067643053888628254e-125, 1.7265534695210845648e-175, 3.0490383188501761517e-163, 7.1747351810061031786e-166, 9.715765498145882377e-143, 6.201099094166170981e-193, 3.1646227895887703827e-164, 1.312040876814215922e-155, 2.046644703628448266e-151]",2.4519603393209587e-126,9
circonstance aggravante première mouture texte adoptée lassemblée nationale prévoyait consulter seuls préfets avant cession,"[9.661442594719660855e-66, 1.20712004164109881244e-113, 4.8739582961298866077e-157, 4.4038330946571688993e-133, 8.7697600770521411846e-120, 9.1592140653053522114e-132, 1.2163297823903129383e-135, 3.8930497560282755885e-164, 1.17389666109592517446e-147, 1.27132352294573808644e-169, 4.6021162263667193956e-170, 7.317939497947160909e-201, 8.98209288632527446e-170, 6.868057067320110503e-179]",6.901030424799757e-67,14
exit donc ministère culture,"[1.3061275634398679374e-172, 8.05177926909979987e-151, 6.130149912295483061e-130, 1.5079239018453448629e-116]",3.7698097546135154e-117,4
passé sénat puis commission mixte paritaire dernière rédaction a rétabli lavis ministère,"[9.335164523369067395e-137, 4.640495439210642981e-131, 2.6308323893413495962e-138, 7.765662277563065975e-133, 5.9960265693643650905e-180, 4.9064800048700121615e-187, 7.2110199480769108264e-165, 1.2925904687030642273e-170, 2.6130974821340831358e-196, 2.4129975418564300845e-182, 5.7615217905891107675e-160, 8.470436912175130048e-158]",3.931801383528363e-132,12
nombre spécialistes garanties susceptibles déviter quà terme joyaux patrimoniaux mains privé nétaient données,"[1.9693874065139091442e-87, 9.204026321931562346e-95, 7.772622299788594985e-107, 1.26079513760935337946e-113, 5.6555034064521652295e-80, 3.7081312079139380526e-127, 1.0, 8.107885241613941306e-174, 3.945503831804532178e-148, 2.0696209923114380845e-164, 1.0909928271596643314e-126, 5.4629034238732536685e-175, 1.363283922926853286e-165]",0.07692307692307693,13
conseil constitutionnel sest prononcé point,"[8.956094149372830394e-148, 8.648319366571477666e-144, 1.3188330712421814086e-72, 2.4562921119312966238e-137, 9.398059134236056472e-123]",2.637666142484363e-73,5
décision rebat cartes,"[6.048926578068587539e-124, 1.4426286250448634235e-108, 8.229758383847352297e-118]",4.808762086226133e-109,3
ministère culture certains reposeront sans doute question philosophie texte,"[3.0041800997554869175e-104, 4.5812808378662711196e-164, 1.4502284814651051118e-124, 1.058508840448973369e-164, 4.3288608007107369477e-147, 3.1225156851429302004e-186, 6.250609373587597071e-144, 2.8298985264684642514e-178, 7.743214454960931007e-169]",3.3379778886172077e-105,9
quant ministère finances devrait remettre cause principe gratuité cessions jamais convaincu,"[5.3226607984906313836e-146, 3.504835404061669644e-154, 9.519759524002602447e-156, 1.2636498977512228805e-156, 4.345028929189568966e-160, 1.5638353530435077536e-158, 2.6103229927400306952e-138, 1.9793166741903543962e-178, 1.8609976273375159973e-179, 3.7315901840056554255e-171, 8.288046860433610214e-179]",2.373020950878763e-139,11
lheure toutefois aucune décision na prise ni termes calendrier ni fond question source proche dossier,"[2.4431617966534745042e-194, 3.8263714057882352757e-182, 4.6283487380290017576e-177, 3.6712186466114119345e-167, 6.5298921639548783085e-150, 5.8400112114151199784e-138, 4.6729535368567358205e-123, 4.4568690174406122675e-142, 7.5898437054185530513e-153, 1.4445289217452211886e-158, 5.84662480866226798e-129, 3.8068676375970614488e-181, 1.1365738173821040335e-181, 1.317344941362172516e-170, 2.204822815089986069e-178]",3.115306255654367e-124,15
nathaniel herzberg,"[7.014521887962745315e-203, 7.8499194782732957196e-192]",3.924959739171721e-192,2
