comment_sentences,word_mover_distance,useful_wmd
oui josé b foutrement raison choix épouvantable plus ny a choix faire personnellement dois lavouer sans complétement rationnel crois quil faut désengagerles talibans el qaëda cest chose si abandonne cest donner moyens supplémentaires fantastique base arrière cet effroyable bourbier risque sétendre sétendrepeutêtre jusquoù ,1.1729617465727296,1
fous islamistes train tuer leurs propres frères  où va sarrêter folie meurtière ,2.639926857090977,1
merci barbus psychopathes ,3.390047466361816,0
merci américains ,3.6501203413037,0
british ,5.535595806195831,0
merci clans tribaux ,2.7367957288533713,0
merci tous cette horreur ,3.788118703018924,0
jai forte pensée ,3.0400145593485433,0
pakistanais ,4.58187105106392,0
quel carnage sait dire devant telle barbarie lislamisme xxième siècle quétaient nazisme stalinisme xxème cette horreur religion nest quun prétexte ,1.6671588726875437,1
tout fait daccord jeanluc r ,3.1090313042902307,0
attentat fait 93 morts ,3.4017758386992543,0
pakistan ça fait petit article ,3.507269604112997,0
las journaux 15s 20h ,4.368900138488118,0
télé alors quune tentative ,2.7352311576923785,1
dattentat avion ,3.966327046485175,0
occidental ça fait pendant ,3.1103885238833713,0
2 semaines auraitil ,2.71170344612586,1
différences valeur vie ,3.1578182864417217,0
humaine ah fameux droits ,3.3075670592840476,0
lhomme universels ,3.7833243059089066,0
quel choix système clanique arriéré système islamique archaïque fausse démocratie corrompue autoritaire système verrouillé larmée tenue clans islamistes armée corrompue infiltrée bonne année pakistan pays purs pureté pouvoir  connait conséquences  esclavage enfants assassinats fidèles religions concurrentes religieux barbus hystériques incultes faisant loi bonheur religion merci talibs ,0.9803904059088726,1
limité bush connaît dominos asie déjà us perdu toute lindochine politique napalmique obtue bombardant toute péninsule scénario profile déstabilisation pakistan là cest gros morceau indigeste us si système clanique aristocratique arriéré khans contrôle tous pouvoirs confié british avant départsaute bonjour gi ,1.0882439487051216,1
