clean_document_sentences,reader_attention_of_each_word,average_reader_attention,sentence_length
janvier nouvelles universités passent lautonomie,"[1.5077664826317583592e-12, 1.5685952071771020885e-153, 1.9984265194758353448e-129, 4.7772709268482569993e-196, 1.4956760019979987083e-162]",3.0155329652635165e-13,5
universités françaises elles maintenant avoir opté mode gestion prévu loi relative libertés responsabilités universités lru daoût,"[6.261505645785711067e-76, 6.519397612862305436e-176, 1.2862437201785830608e-153, 2.1725308949845543145e-208, 2.3925965806120855998e-218, 3.1397061932127559238e-96, 8.5048571969612262606e-97, 1.3502959057249780382e-195, 1.033035278494373107e-148, 2.488877560430350623e-181, 5.7982740511534281046e-122, 9.764779331779682134e-155, 3.1013392174724375887e-76, 3.0485358935294292482e-205, 2.9273156146283140787e-197, 2.5108433169930697557e-157]",5.851778039536343e-77,16
passage responsabilités compétences élargies rce autorise établissements gérer masse salariale aussi bien leurs ressources humaines,"[7.5229658127005309295e-132, 3.460226198818524285e-131, 1.1982542186917551245e-167, 1.649213032743475472e-200, 6.665951608449794447e-144, 2.4680719586850543946e-98, 2.160878517392145686e-190, 8.603201718000959798e-83, 2.721188745319072449e-186, 1.1690068651776634849e-95, 6.3969360028710766717e-105, 9.354285150512295541e-126, 1.5868920194708688007e-151, 7.451858369658824065e-167, 2.2162195474861685384e-180]",5.735467812001421e-84,15
révolution culturelle marche depuis janvier date laquelle première vague détablissements sest lancée rejointe aujourdhui nouvelles venues,"[2.7993371860303907578e-117, 4.8872790103420356307e-169, 8.0243182492040755183e-166, 1.00385136241174152815e-182, 5.884897397381751063e-163, 4.0829480350226123287e-100, 1.10836133209421574565e-172, 5.168323264694587334e-186, 1.48326579239685036e-186, 0.9977177634540585994, 9.352092284721895047e-114, 1.5939707059503194696e-138, 2.8688069060476523527e-177, 1.2746268330281948399e-61, 1.4217580214455239348e-165, 3.9045009878176463626e-59]",0.06235736021587866,16
concrètement universités autonomes gèrent masse salariale milliards deuros près emplois,"[5.4579481501839350016e-142, 1.6170364453230836585e-152, 1.5386154820561641946e-149, 2.1561541311749144795e-125, 3.5038613033299882437e-09, 2.2973891878402459034e-182, 1.5987812564667322052e-57, 1.01780339945026860294e-162, 4.8979126461702051597e-132, 1.1636580637358918255e-135]",3.503861303329988e-10,10
vrai changement cest établissements appris gérer puisque transfert compétences a triplé budgets commente lionel collet président conférence présidents,"[1.842183915457770491e-143, 7.6295186886111680996e-187, 6.776324807784642909e-211, 5.0762611038180447223e-211, 5.8233022493666745963e-126, 5.1758348026093529534e-132, 4.4677264170257467597e-178, 5.076476579889155073e-166, 5.100837171801919165e-204, 5.600924351832122206e-172, 1.7231431945784427905e-200, 3.0145311818282350024e-80, 5.506186380118974924e-157, 4.2841270843670541895e-179, 1.0221140432425097695e-223, 1.0149435247164789025e-102, 8.022648517533795947e-171, 5.8906684459949501066e-171]",1.6747395454601306e-81,18
plutôt négocier leurs postes ministère peuvent recruter euxmêmes,"[2.1138828061525203995e-240, 8.38206151091305343e-172, 2.6490728746581861392e-158, 2.9927409781488277956e-208, 2.8672619165759329894e-102, 1.3071904963278339933e-195, 7.431894271593026043e-133, 2.805993874172753501e-198]",3.5840773957199164e-103,8
commission spécialistes réunissait dates fixes a donc laissé place comité sélection offre bien plus souplesse,"[2.6695123132266021198e-143, 5.3064152944428278725e-170, 5.501271656956757097e-153, 3.0707910932474336153e-144, 2.3973437609558363642e-159, 3.6790705632080722495e-188, 1.090659682028088437e-168, 2.4397169973411778385e-203, 1.09717403149358942965e-178, 6.7847047364186247387e-72, 1.8447225679349294396e-211, 2.7365586040771721324e-194, 8.454291406343757425e-151, 1.5084715699733476021e-48, 6.285948750458079509e-175]",1.005647713315565e-49,15
rémunérations offrir enseignants peuvent sortir carcan traditionnelle grille salaires,"[1.0982332491159586134e-202, 2.8975312897975360192e-256, 6.511508165032268e-210, 1.64536463880039465145e-198, 5.596088660393950661e-145, 6.4212062111799350157e-162, 6.681250707269000179e-207, 8.2283954842093984844e-195, 1.2992796388337374545e-191]",6.217876289326612e-146,9
permet déjà certains daller chercher enseignants très pointus létranger réjouit lionel collet,"[3.6662012475011398925e-140, 1.0587288319657289176e-183, 2.9395334448282770008e-173, 2.1726540617675544717e-191, 9.1317563540850936804e-210, 1.1927522918072987959e-194, 8.645622504936874101e-164, 1.696790356386191327e-182, 3.188066047219892149e-234, 1.1596752558166374339e-227, 5.3275225486867375488e-194, 1.0526745507982287922e-181]",3.05516770625095e-141,12
si tout change jour daméliorer quotidien personnels,"[4.5697206820133609992e-202, 8.975925323536412335e-217, 2.0798940557481999474e-230, 4.435029051400080328e-198, 1.4251843751904217965e-207, 6.7429630690123467228e-195, 1.9043347035057966543e-207]",9.639140792913063e-196,7
luniversité rochelle autonome depuis première heure a pu dégager euros masse salariale grâce gestion plus serrée fonds alloués,"[3.0599624716270413937e-214, 5.353650535963571967e-233, 4.2447240056331062944e-225, 1.61118488683679118765e-192, 1.7885208242728112722e-196, 2.1795749025444811581e-212, 1.5504574312349841319e-213, 1.2327495205820309823e-167, 7.254255712778352119e-216, 8.344814641765298108e-194, 4.0705816080401572464e-180, 1.6744812534954537651e-205, 1.4559788628231116528e-232, 5.117793873133815807e-205, 3.3781266671697381646e-165, 8.422123106588770732e-213, 1.2180204665131219185e-196, 5.009384450446886509e-211]",1.8835856457642014e-166,18
a redistribué cette manne sous forme primes salariés enseignantschercheurs aussi bien personnels techniques,"[1.7045634577056691728e-197, 4.2484716246944471054e-218, 3.4879305185331903528e-231, 5.4679718687657615598e-205, 1.9870674514458880467e-207, 7.9288190820694960214e-193, 1.28551320233880301e-229, 9.825306752256200294e-202, 2.1925653564357112485e-134, 1.1512167868100232826e-211, 2.7962602687157756425e-226, 1.2214338853708013517e-222, 3.425421911956204849e-213]",1.686588735719778e-135,13
