clean_document_sentences,reader_attention_of_each_word,average_reader_attention,sentence_length
cest lun êtres vivants plus vieux planète paie mine gland chêne palmer dont issu a germé a probablement plus ans colline californie alors dernière ère glaciaire touchait fin,"[1.0168014359809443095e-33, 1.9570743048676395058e-69, 1.6207641508076542901e-71, 2.60507330280831514e-50, 8.662306906888154552e-11, 3.6950289036616643378e-66, 7.2664033454202146115e-71, 1.3461317727054008245e-22, 5.573892323440323933e-71, 6.288726882125173437e-61, 5.975716581987566592e-47, 3.14430502541607399e-79, 2.6341722306994362194e-57, 3.5195013629612992177e-73, 1.04132726950896033654e-29, 3.740181948308002328e-77, 1.0758439623437654192e-56, 3.7391704512208506807e-73, 1.3066838658530772589e-63, 2.4392872502448844e-81, 4.801685881366679767e-71, 5.1754324892883618656e-82, 2.8218750908055977543e-73, 5.3322743027256053454e-62, 1.7042833037183890975e-79, 2.9018823488356717045e-79, 1.7014838909475599454e-65, 1.29729395610151072734e-73]",3.0936810381791484e-12,28
a survécu jusquà aujourdhui sécheresses coups foudre non sous forme majestueuse quon prête arbres genre quercus sous celle dun modeste buisson mètres dépassant mètre haut,"[4.637925111825689087e-77, 3.4161947986835206553e-78, 6.431796391696413453e-66, 3.7506737329879815418e-83, 1.24174170813766970244e-88, 1.8207106568055789946e-59, 1.2756598366177840181e-80, 3.3518445136067339886e-78, 3.1130334960024152757e-72, 5.658911453082053952e-44, 2.1645964014998851993e-51, 6.40621440639213352e-57, 7.403069538638431413e-45, 4.0533631370720102056e-38, 8.368987696850909589e-63, 1.1656673056465973422e-59, 4.8320297519999901205e-66, 8.944382689907993012e-75, 2.286014117926434066e-30, 2.0501558378214162626e-17, 1.4178046650785572999e-40, 2.0953702577084109495e-73, 3.7728010338463903747e-62, 1.9079257821852596833e-53, 2.2903888907027117691e-69]",8.200623351286579e-19,25
sil a retenu lattention chercheurs cest parce quil seul espèce environnement aussi sec si basse altitude mètres alors pareils généralement entre mètres,"[9.509159702167926444e-68, 8.353263508132631089e-70, 0.99999986364550515395, 1.8726324320705389964e-68, 1.6390522801084655008e-41, 1.6270910461777371461e-47, 1.8131845310174611732e-69, 1.6721643071964072837e-52, 1.919045911615469506e-60, 1.0310938449059636542e-85, 2.8761902261867400017e-74, 2.2622433558179001289e-61, 4.7570938455642680848e-22, 5.359310663892283539e-62, 2.4590332893527219729e-57, 1.09985604443605880775e-41, 4.1062433516824478576e-30, 3.5922472850536865087e-86, 1.0895234990954952734e-69, 4.824902151791562619e-77, 8.3189197957692130893e-63, 1.0420925515406627125e-23]",0.04545453925661387,22
scientifiques fait lhypothèse lensemble repousses émanait dun clone unique,"[5.384558064012803462e-51, 1.1945988587507176626e-81, 1.44027998416103980625e-74, 4.3813895205456269967e-72, 6.9544611424466355997e-53, 6.5288425514785067943e-73, 1.5688621724270747424e-82, 4.692225837512174952e-69, 5.034790401370941007e-62]",6.0601140838751306e-52,9
analyse génétique a montré cétait bien cas,"[1.14595430196355347135e-74, 3.9148457110462832114e-81, 4.185458118225402041e-71, 1.0029578086919401882e-73, 5.0292324571013538247e-82, 2.4068924384122979788e-82, 5.4451936374103918883e-76]",5.995268718595007e-72,7
restait déterminer ancienneté,"[1.2640050212676659095e-73, 7.856702180896164209e-73, 1.0454673682172750995e-58]",3.4848912273909475e-59,3
impossible dutiliser datation radiocarbone termites dévoré tout bois mort,"[4.6091831630615521768e-78, 1.8954280741684910077e-74, 1.048981393602538482e-71, 2.5699929136858429556e-50, 9.277728401910189511e-72, 1.5243319164931897565e-78, 1.0289374195635505141e-45, 4.3413931514320886905e-15, 9.9627497264661712374e-83]",4.823770168257876e-16,9
évaluant croissance annuelle partir cernes branches chercheurs estimé moins ans laps temps a nécessaire coloniser fragment colline où a pris racine,"[1.9530292886663544201e-88, 7.407501341043269959e-43, 5.9567933377725653884e-62, 2.0922964101718713192e-39, 3.195165591606221212e-61, 2.0503237407671530841e-73, 4.5851922043494655327e-52, 2.4286744486897478016e-46, 2.8837954957165523488e-18, 1.8497824402933098868e-68, 2.4507520430741960707e-49, 7.305873395063647001e-87, 7.213912550850764218e-72, 2.2407827940686666621e-67, 5.002848060505263073e-53, 1.7143956709712028179e-80, 9.621642371405161226e-81, 9.4553180731351212037e-79, 7.107436932706158312e-81, 2.689525775893721591e-77, 1.826424444390931397e-83]",1.3732359503412154e-19,21
a peu chance quil subsiste encore longtemps ville pieds grignote alentours,"[3.088500044393586347e-59, 1.0466046189781199286e-80, 1.3400639095119645626e-75, 2.4627471996621614459e-78, 6.958963802762293709e-70, 8.872599042050303796e-67, 6.7948653868691239914e-71, 3.0086693472931763645e-40, 1.2329512285343380608e-74, 5.9485046015287476538e-58, 1.5046201619340284442e-63]",2.735153952084706e-41,11
chêne nom colline surclasse ancienneté prometheus pin bristlecone nevada vieux ans,"[3.8262814450446789295e-63, 7.891334069457958432e-46, 6.079091993432823144e-63, 4.746750152919454132e-53, 6.4587838082697222855e-42, 9.924269040120076214e-62, 7.3175779287017389543e-72, 1.909099579265444863e-11, 4.5752521851934290188e-11, 2.574363776611094508e-70, 1.0727637936380147231e-42]",5.894865240417158e-12,11
