comment_sentences,word_mover_distance,useful_wmd
pourquoi stigmatiser quartiers vu statistiques rendues publiques localement questce permet dire brulé voiture exclusivité banlieue a linstar trafic drogue dailleurs  ,1.3348780912389357,1
impots servent payer 10000 policiers 31 quils regardent voitures bruler ,1.6375562463383064,1
a lire chiffres vrai bilan cette nuit saint sylvestre cest quavec plus moyens hortefeux na fait mieux prédécesseurs forces lordre déployées géographiquement plus fonction plan com ministre tout champs quen fonction risques potentiels notera passage quavec 60 personnes moins champs franciliens facilité tâche ministrequant reste france  braséro habituel dès minuit ,0.9605893958805144,1
france champion cette dérive « festive » banalise surtout « quartiers » contredisant affirmations optimistes etodd meilleure intégration certains jeunes s’installent marginalité sociale état droit mal point l’image pays déclin inéluctable ns malgré engagements a totalement échoué sécurité vivre ensemble l’opposition réussiraitelle mieux contexte calamiteux a voir bientôt  ,1.1668407047542952,1
ajoutez cela coût déploiement policierle culot lincompétence dirigeants ,2.073785941724015,0
quel gâchis ,5.290779897150904,0
continuez étonnez ,4.546367105848577,0
dêtre jour chassés sous huées ,4.337934790146979,0
métropole lilloise ,3.708237578508041,0
prévention semble avoir porté ,2.7456704973960284,0
fruits six interpellations début ,2.132942069349185,0
nuit ,5.910919012182265,0
cest ça prévention sarkozy  ,3.2386944373248068,0
arrêter avant délit ,4.203178673050391,0
commis  ,5.982277008312261,0
quelle chance penser 113 ans ny plus voitures brûkées pendant nuit saintsylvestre  ,1.7107706216914886,1
878 nouvel an 2008 1147 2009 1137 2010 comme réveillon calme week end ordinaire a mieux alors seraitce monde comme sarko france réduit champs élysées beaux quartiers tant pis ceux habitent banlieues  monde nest obligé reprendre compte propagande dun ministère lintérieur mal résultats ,0.8590774792210365,1
10 moins lan passé selon premières stimations  si jean sarkozy intervenu 11 moins ,2.3394423115082854,0
cet article ressemble exercice scolaire quant nombre véhicules bon rappeler seul ministère lintérieur possède données recensées préfets reçu lordre communiquer sujet sauf apparemment quand chiffres baisse ,1.301539929894842,1
observation simplet  «les maitres mots ,2.638807371598988,0
sociétés modernes  sécurité ,3.465088556394481,0
divertissement» attali fait remarque ,2.9184819746988935,0
preuve cest industries divertissement ,2.6406104347113915,0
lassurance quon mieux payé stars foot ,2.5530222415820374,0
cinéma banquiers traders ja lie besoin ,1.8972079473587042,1
sécurité laccroissement continu liberté ,2.1302095752633035,0
depuis lantiquité – liberté lun linsécurité ,3.1597368897306684,0
lautre – besoin divertissement lennui dune ,2.1049827059812567,0
société trop sécurisée ,4.17685311998438,0
entre titre aussitôt démentit chiffres ministre faisant gesticulation médiatique cacher impuissance narrive déterminer journalistes monde ministre lintérieur plus ridicule cette affaire ,1.2688557225560313,1
comment monde peut relayé mensonge gouvernemental cette année a aussi mouvementée autres ,2.310727018672748,0
cette amélioration grâce 10000 agents lordre 120 ans ny plus voitures brûlées fort heureusement nature faisant bien choses gisements pétroliers épuisés bien avantplus pétrole donc carburants plastiques rares chers coûts transports exorbitants  brûler objets deviendra alors très cher heureux descendants remercieront mondialisation navoir rien prévu lavenir privilégiant profit immédiat ,0.8695926985934258,1
10000 dieterdieter cest exactement cela cest aussi substance pensent nombreux lecteursréacteurs mondefr ,2.0361153230729445,1
reste journalistes parisiens trouver cela normal politiques charge gestion cette tôle quest devenue france jugent euxmême alors risquent dêtre sévères bilan ,1.2568280384109356,1
vive chine effet tas raisons lavenir appartient lai vu jen reviens ,2.1331362540046452,0
sic transit gloria mundi comme dit ,2.6454492596353667,0
longtemps jai cru politiciens machiavéliques progressivement arrivé conclusion quils essentiellement incompétents seule viatiques avidité réélection ,1.3885672840044048,1
pauvre france ,3.782870715228805,0
1137 voitures brûlées déploiement forces sans précédent  si socialistes présenté année après année tel bilan droit révolution armée lump lancé braves gens lassaut palais république comme 34 manifs dix millions participants médias martelé problème jusquà crise finale jusquà guerre civile heureusement bon président a génie faire croire tout va bien  ,0.965059899966331,1
pays devenu débile  ,3.0425030585811634,0
observe fois encore ,3.8144844895348275,0
maitres mots ,3.7472888131116315,0
sociétés modernes ,3.5598140512065766,0
21ème siècle  sécurité ,4.127259653994629,0
divertissement sentir ,3.303358297442382,0
protégés distraire ,3.6395356298243966,0
