clean_document_sentences,reader_attention_of_each_word,average_reader_attention,sentence_length
mise jour janvier,"[2.9331741151105651625e-287, 1.0448891253754393325e-274, 1.3041490178463197538e-246]",4.347163392821066e-247,3
« mouvement social terminé » annonce sncf,"[1.8527558348262706829e-464, 4.408174220982112036e-375, 1.0586537839599834462e-310, 2.7690059676794565109e-319, 1.68798389747467519e-552, 1.3765026202723584183e-359, 3.5684079151631407543e-591]",1.51236255247e-311,7
toutefois compte tenu l organisation nécessaire trafic normal reprendra qu au fil journée trains prévisions trafic ici,"[2.1760634041004186817e-316, 1.7456731632756563804e-623, 1.39921406932186289045e-511, 1.7287206776377851441e-561, 1.6249939912612793702e-416, 1.3381168803246082578e-521, 1.574840684119938035e-489, 1.7844613005378322893e-414, 1.7103974876133562699e-362, 1.6097836478462095057e-466, 5.3052665742985646517e-379, 9.236705370639840686e-526, 3.1593937340567832005e-499, 8.297193409099557097e-485, 1.4092783044583474164e-419, 5.729369379464592814e-576, 5.5222173825190864866e-441]",1.280037e-317,17
habitués rer traverse l iledefrance nord sud subissent lundi janvier nouvelle journée grève,"[9.156298537450543681e-648, 5.494461372553084322e-359, 5.737273793783637691e-551, 3.803015333996672639e-539, 1.6606145611565449883e-344, 9.5909575622351190366e-472, 2.962062207596434903e-549, 1.3696538118216599165e-541, 2.5888979511473997994e-374, 1.034875769542048682e-335, 3.6670781189230402952e-499, 9.716871675159322697e-591, 1.9509296569044425238e-594]",0.0,13
l origine mouvement remonte mercredi janvier,"[2.8621735084610931782e-379, 1.3100301841252736783e-489, 2.6800126592252326688e-321, 9.503445911709216582e-590, 2.497311932248096162e-329, 2.633051841050320958e-516]",4.45e-322,6
soirlà vers conducteur quadragénaire a agressé quai gare corbeilessonnes,"[5.1743598573703791413e-488, 6.22671472775696884e-469, 2.658983195275666938e-542, 1.3955277981724906285e-486, 1.6662479148623176666e-449, 4.0691256149965076223e-664, 6.381035732233710499e-580, 4.1900782368023459814e-701, 2.0780891781131107374e-545]",0.0,9
majorité conducteurs rer ligne r transilien a décidé mettre grève lendemain invoquant « droit retrait »,"[3.0590199049350245637e-644, 6.6449222547248596143e-323, 2.3273927300043471112e-664, 4.9111004513011669496e-565, 4.896315163561698902e-659, 2.0521278570192854761e-545, 2.9863186571937971076e-667, 2.3542277544715976627e-448, 5.066459856528083989e-591, 3.4120170762435382885e-585, 6.003389922696300855e-607, 6.903384789577794395e-481, 9.280737973351553177e-610, 1.11637350981378677105e-518, 2.7142813055508584988e-602, 8.49850506297303942e-495]",5e-324,16
qu estce « droit retrait » droit travail cette procédure permet salarié « retirer » emploi si situation comporte « danger grave imminent vie santé »,"[1.8159408250980717985e-657, 7.798625316190467694e-618, 3.0929962042885041058e-572, 3.4806371484547117393e-457, 3.5275318249600882664e-642, 3.1255335529678254987e-512, 9.8974256445192604736e-618, 7.616923875082604241e-504, 1.7625151993056988837e-650, 1.1730243248028069433e-503, 1.3391887939362636134e-519, 1.917930280319157389e-499, 1.6091967741585748379e-556, 7.0219195065110069784e-637, 6.323814299010759711e-703, 2.427033843872531683e-399, 1.6962248718141748614e-554, 2.9678169660905012694e-528, 5.465993435269105989e-611, 1.0843533856357928074e-437, 2.6410284277990167196e-563, 3.7453956512341463387e-300, 5.2636404798238763037e-530, 8.918836750883665588e-443, 4.195949318612547005e-504, 8.46512025292763309e-505]",1.44053678893621e-301,26
lorsque cette situation avérée contrairement grève classique heures non travaillées décomptées salaire,"[6.2788802916735104995e-523, 3.4131188210177614028e-355, 4.648319421288406413e-530, 1.13950010705568576656e-535, 1.6284406354135679374e-615, 5.8566486285506591616e-327, 1.1353670569742891296e-643, 6.9670966121217084556e-386, 9.442093790667417129e-599, 1.2355951630240350059e-467, 3.3005975180848300157e-661, 1.5122867330418861467e-447]",0.0,12
grève cause d agression estelle fréquente c est grand classique,"[2.0986204824930688279e-705, 1.27178859643969966675e-545, 8.464486149222552941e-681, 2.781598233541436707e-368, 5.237549377628598802e-510, 1.7857167209516438033e-603, 4.1368084272069324562e-607, 1.19003683704738530035e-393, 8.695963831699688515e-577, 1.4545049164555360026e-635]",0.0,10
réseau francilien sncf situation produit plusieurs fois an,"[6.6323889685291123295e-560, 4.8457624131296576657e-483, 1.7470772145438884363e-649, 4.7316427197302728574e-303, 5.8140642150978070336e-385, 2.4657346724451477514e-363, 1.9009384164849697915e-629, 6.494642613098566705e-479]",5.914553399662841e-304,8
motifs conséquences variables,"[2.3455943255198970559e-622, 8.403202334557439122e-472, 1.4718615975050634006e-667]",0.0,3
tel mouvement parfois très localisé,"[2.7857482210038854444e-601, 6.295762515566851217e-519, 1.0819893507989225279e-574, 6.4717915663688108945e-455, 6.4497167401562150307e-516]",0.0,5
arrivé agents gare mettent grève protester contre déplacement bureau peuton parler « danger grave imminent » non considère direction sncf,"[2.7648793275509298277e-461, 1.910237394712830981e-549, 1.5874261423057133177e-462, 5.0878380024269223453e-495, 3.7602114823958054576e-551, 3.9972953869487857437e-545, 9.112664246606721946e-558, 5.384333115228166467e-377, 2.8269183795977067314e-556, 6.878351412400539203e-492, 7.9793577295114394765e-604, 4.5625729076610937692e-377, 4.131655433196469576e-543, 1.4398369489196175233e-590, 4.384150854956455797e-632, 2.6345219333149086684e-555, 1.0330801302260088644e-518, 1.365629358241196931e-474, 1.3834722236803550316e-531, 2.1874623956888650237e-443]",0.0,20
cheminots cédé l émotion suite l agression d un leurs collègues,"[2.584228743830475934e-559, 1.6540544314740596299e-556, 2.5799522093058926506e-605, 3.830077298633660878e-577, 3.8593225831877123153e-604, 2.637222927322391482e-484, 6.111853924135114728e-531, 7.1712322598691169605e-451, 7.4371692697236605836e-406, 8.517226255534679799e-442, 4.9755835252108687745e-488]",0.0,11
