clean_document_sentences,reader_attention_of_each_word,average_reader_attention,sentence_length
lenvironnement unique fragile larctique soumis multiples pollutions beaucoup proviennent lextérieur réchauffement climatique substances toxiques transportées courants atmosphériques océaniques vers pôle,"[5.343382826642405011e-112, 5.4300319075837889e-113, 9.797501247580136952e-111, 1.9100674005601462033e-113, 2.1960620663174080175e-115, 2.432312815823241953e-111, 2.323321479488516875e-117, 2.0189822456556970746e-119, 3.7635409145897632343e-120, 4.141515659358210414e-120, 6.699728630245262611e-116, 1.3750150247404247219e-114, 3.3865796711571884636e-112, 1.950112534677128547e-115, 3.7014451329292542672e-115, 2.1987789012832609512e-117, 9.525427511486801166e-114, 1.2761179330192514349e-110, 1.6457250604785908391e-120, 1.8359909467403795994e-122]",1.297457369505628e-111,20
zone connaît aussi pollution endogène moins étudiée dont lassociation protection lenvironnement robin bois dresse première fois étude publiée décembre tableau général,"[3.5586577709165785863e-118, 8.1805102534180020896e-119, 3.5722366404129600485e-119, 2.5405801454262455752e-119, 2.0398747292669065101e-106, 1.1962629335894090811e-120, 5.2871259902786536115e-120, 8.562527241209406698e-118, 8.914207525371114918e-112, 1.8719106942896830793e-115, 2.0121578126577856788e-114, 3.004057719856074741e-117, 1.26417576943350850906e-117, 2.856428224074140704e-119, 1.6526431011614537882e-117, 4.48254623828318712e-110, 3.8352341539021844258e-116, 2.9165174945475482208e-50, 3.0775626808426888773e-120, 2.6278378794235945541e-106, 4.5364665365356838126e-95]",1.3888178545464517e-51,21
compilant données fournies six pays riverains locéan arctique russie na transmis données lassociation dénombre sites pollués zone,"[1.1592417311559788638e-111, 8.419262885747547241e-110, 3.312286298232442023e-117, 7.14493725078401797e-120, 5.146291793245826183e-116, 9.090638866509480972e-116, 2.6123440652723154804e-113, 9.8450522865828005695e-116, 4.7896077881738159553e-116, 5.6746361514695654636e-120, 3.5673980763566938839e-119, 2.8771292795350341625e-117, 2.0340062057684611886e-106, 2.3072229024343591069e-117, 9.970692724134900203e-115, 1.4991915712589397064e-120, 1.5465790401606506446e-118]",1.1969764697962462e-107,17
cest nombre anormalement élevé rapport densité population place très faible commente jacky bonnemains président robin bois,"[3.3767785163326516867e-115, 4.440813321056666264e-112, 2.0971153906748634877e-78, 1.5608334373134797376e-83, 4.4252847663726487274e-114, 2.2767523637075883407e-113, 5.6461682159391543184e-94, 1.7166298734991504094e-106, 1.6810339290080819699e-93, 2.284298256074060922e-81, 6.6128308236562441907e-112, 3.6097121146456679114e-80, 3.2351517167029117182e-104, 8.630505373067911598e-109, 3.9379209371175596298e-74, 3.0668051546737021586e-92]",2.4613340552246255e-75,16
bases militaires scientifiques prospection exploitation distribution gaz pétrole stockage carburants complexes miniers sidérurgiques décharges déchets ménagers responsables pollutions,"[9.185749103357624327e-111, 2.1056655090325204947e-117, 3.9701454941114642888e-112, 1.2617766937880167045e-104, 2.3639267084147025425e-105, 1.08007124607445454946e-76, 3.0430317934560077155e-116, 2.2398747371299575309e-108, 1.2563502518861018722e-112, 3.6812571747427338645e-105, 2.1613364878745426198e-108, 4.698712691388144415e-106, 7.677913180947763492e-120, 3.6192185153814811886e-114, 9.615941819081037087e-116, 1.0226561734961703605e-108, 1.8975325687695598726e-112, 4.8359515019770016783e-112]",6.000395811524748e-78,18
léloignement sites stockage délimination déchets coûts transport faible densité population incité producteurs déchets abandonner place,"[1.0230341646942463161e-108, 3.774854869379248679e-120, 6.0273564534213836744e-111, 5.852375290068095915e-96, 1.3293144076241803109e-107, 1.1711217391326004913e-75, 1.1904814738739138341e-113, 2.9231636841087568796e-116, 2.4242808440937508183e-106, 1.5089573500165768517e-96, 5.1822598841229191464e-82, 8.363327594070930722e-101, 3.7512095025031999948e-108, 3.9439332833720807353e-112, 7.041128758052736353e-108]",7.807481715723927e-77,15
substances toxiques plus présentes hydrocarbures métaux lourds plomb mercure cadmium polluants organiques persistants pesticides pcb potentiellement dangereux lenvironnement santé populations locales pollutions radioactives font partie cet inventaire,"[4.102244967817605367e-79, 2.0090073292283887743e-116, 6.7004246968140117517e-103, 8.164421048327407568e-118, 6.8793218088546078695e-115, 1.8330389410550449173e-109, 2.6744562391890715814e-95, 3.786851339049380733e-110, 6.7033696446345460786e-110, 7.2745802063928950636e-114, 1.5843451563378527946e-120, 1.4558338284016947516e-113, 5.8571402564812663712e-114, 1.1469607346494757794e-107, 7.964695564158417916e-116, 1.3324384469813587639e-118, 1.0444533284502427755e-115, 8.392835806842225602e-111, 1.1668068979436964143e-104, 2.2128946966126689367e-112, 1.494087861868416112e-113, 4.4920098449325294818e-112, 2.0796871056229336803e-114, 1.0286473814090705909e-104, 1.4573159068047461505e-100, 3.088325659531339776e-117, 2.2243103884153987339e-115]",1.5193499880805947e-80,27
inuits groenland canada présentent taux mercure pcb sang parmi plus élevés monde,"[4.7909324586941515974e-117, 4.419293916830945414e-114, 4.4302979256611132835e-108, 8.498564687860047538e-68, 2.455192688578137464e-112, 8.375490467014211574e-31, 6.4532743552248554894e-115, 6.530104486058223371e-109, 4.8882346145951128006e-107, 2.969661868166899587e-05, 5.852919284713749878e-112, 5.3799064084230297044e-84]",2.4747182234724165e-06,12
cette contamination général attribuée régime alimentaire populations autochtones nourrissent mammifères marins graisse desquels polluants organiques persistants saccumulent,"[1.7513183649598627003e-101, 2.3850933850911533241e-114, 5.453279408673514696e-108, 6.637839622106715348e-05, 1.01830782382776415316e-110, 1.2380367447070565017e-92, 6.656781940624763188e-108, 8.688043110561705782e-111, 5.0339032477263597357e-111, 1.6365998821590420692e-114, 1.6159123010511603801e-117, 5.48557780288855801e-119, 9.130011216203472323e-111, 9.5430075417312545583e-119, 4.0237532932278930411e-115, 7.980237734342032752e-51, 3.8140350727700478685e-117]",3.904611542415715e-06,17
contamination dorigine locale pourrait également être importante selon jacky bonnemains,"[4.9133255765023693656e-107, 3.4339154173325992665e-114, 8.532549409142945969e-116, 1.0903164007485781816e-120, 4.7747104857596682366e-120, 3.865068769504262878e-119, 3.8484929197619332075e-119, 3.832368943234625842e-117, 2.144727833706133363e-118, 7.365823597573034863e-114]",4.913326665421804e-108,10
