comment_sentences,word_mover_distance,useful_wmd
delà résultat somme toute prévisible commentaires d’après match surprennent « n’avait pris mesure l’intensité combat » voire « vitesse » « faut qu’on travaille encore » autres constats acabit certes a pléthore blessés moment plus top 14 autres championnats d’ailleurs face blacks c’est moment d’envoyer jeu donner fond si finit rotules comme si découvrait haut niveau chaque match international vais plus voir l’edf sdf lorsqu’elle joue blacks car c’est fessée assurée chaque fois sans progression notable 2ème mitemps soidisant meilleure facture peut être parce match plié blacks qu’il reste tournée réussir… inquiet niveau global  réservoir joueur parait finalement assez limité non  ,0.7278402335238126,1
rugby français a perdu 16 000 licenciés an peter chiffre révèle bonne tendance générale dusautoir a récemment estimé baisse niveau — là parle qualité plus quantité — a commencé voilà dizaine d’années remonter ça traduire performances quinze france faudra moins autant julien mécano auto fan rugby père d’un jeune garçon joueur clamart aucun lien julien a créé blog estime qu’il faudra nouvelle génération d’entraîneurs moins portés salle muscu plus jeu déluré rugby français retrouve couleurs md ,1.238108443360257,1
bien d’accord commencé suivre rugby vers début années 70 j’ai vu belle progression jusqu’à professionnalisme tellement réclamé l’époque début années 90 tue jeu l’inverse britanniques su comment prendre virage quoi qu’il constat amer voilà 20 ans qu’on muscle qu’on oublie technique résultat quand balle si chèrement gagnée sait plus comment jouer surtout comment bien jouer joueurs pourtant blâmer car donnent courageusement qu’on demande donner ,1.3331215291045888,1
mêmes remarques chaque fois a autant sélectionneurs français ,2.2063420543283465,0
parlerai déculotté comparaison précédents scores fleuves dernières confrontations ,1.8672653971730864,0
a progressé plan individuel dire plan collectif  jeunes inexpérimentés 1 poste 2 résultat si négatif cela grâce étincelles individuelles jeunes premiers pack pourtant reconnu a deux comme meilleur monde devenu inexistant inconstant staff fédération tirent conclusion erreurs passées  « pénalités non tentées manque bancs manque d’expériences commun manque d’identité permet bâtir collectif sanctions arbitres mêmes fautes individus match match … ,0.9723595011122484,1
restons humble niveau nation top 3 10 utilisons expériences grandir s’asseoir longuement troisième place derrière all blacks l’australie leader europe attention l’irlande qi prends option fauteuil ,1.1405759441395045,1
non papi 40 a moins 1 moins ,4.831780383692201,0
français nuls générations après générations j’avais 10 ans première fois j’ai entendu parler blacks 1979 depuis rien n’a jamais changé français écoutés parler trouvant excuses parlant groupes formation jeunes apprenaient d’enjeu n’avaient mesurés discours didier deschamp parle l’edf comme d’une équipe poussin s’amuse pendant temps blacks transmis rugby d’une génération l’autre ,1.2053550086883351,1
quand enfants âge jouer inscrits scout natation rugby france c’est blague sorti quelques sports liés bourgeoisie militaire nul chier sport… pleureuses merde ,1.4126046113377169,1
