comment_sentences,word_mover_distance,useful_wmd
a ms reconnais lexemple suédois moins probant lavais cru première lecture néanmoins réfutations montrent nest plan juridique porte débat bien question scientifique cc sest cru autorisé trancher cc affirme lobjectif affiché taxe carbone contradiction dérogations trop importantes entreprises faudrait quil démontre taxe carbone suédoise a échoué fait ,0.8576198123801483,1
petit bémol ,4.3589391360128085,0
1  si tous gros payent taxe carbone refactureront letat multipliera plus tva ,1.7484983501619438,1
2  109 euros tonne diesel bagnoles prix chez nont donc tipp très inférieure ,1.5384248794641184,1
charles lumiot ,3.1160133126351615,0
02012010  11h05 ,11.920204929128985,0
egypte pays non producteur pétrole litre gazole pompe 110 livre 14 centimes deuros alors déjà taxe carbone  peut rajouter couches supplémentaires quand réservoir presque vide faire part passer pompe  nexiste jour aucune solution remplacement ,1.3778670300650009,1
encore debilite exporter frais citoyens importer lenergie fossile perturbe fonctionnement planete ,1.9116087314024748,1
exportations degrevees impots payes citoyen energie coute cher citoyens faire fonctionner entreprises multinationales prelevent profits benefice dirigeants speculateurs ,1.3111040395055273,1
dabord suppression toutes taxes impots inegalitaires nature remplacer prelevement hauts revenu ,1.460543107493681,1
tiens suède sait faire chers politiques pourraient peutetre aller apprendre ,1.9335157105481784,1
comme dautres lecteurs lont dit faut regarder lensemble taxes france tipp  tva arrive déjà niveau prix lessence suède ,1.4927647405170223,1
a rica  tout paraît simple suède oui tout simple suède parce quelle a sept fois moins dhabitants france cette manie politiques comme statisticiens comparer nest comparable insupportable si voulons taxe carbone fonctionne faut larégionaliser 95 millions dhabitants cest taille grosso modo région parisienne là tout peut marcher comme suède nest concentrant tout quon arrivera ,1.0176900019134723,1
allégresse  plus vite point départ toujours plus élevé quen suède lépoque  ,2.7672297056255775,0
suédois subissent forte ,2.8024418235320794,0
taxe carbone si lon croit ,2.537565288102778,0
eurostat entre 1999 2007 ,3.0456870215257346,0
suède passée 79 71 ,5.027002613185348,0
tonnes carbone habitant ,3.3401084170609288,0
france 93 83 tonnes ,2.9595427122377362,0
lavantage taxe carbone ,3.535366522334855,0
parait bien mince pollution ,2.6791173269567237,0
diminue plus vite france quen ,2.7499439448449987,0
suède a titre comparaison ,1.939929263360321,0
lallemagne 116 tonnes ,3.7827151589210946,0
habitant 2007 ,5.5454283691875155,0
suédois ny allé manche cuiller autre exemple radical ferait grincer dents système péage lentrée stockholm caméra filment plaques lentrée ville cest méchante video surveillance ça coûte bon navigo parigos systèmes péages cest kifkif cest choix démocratique ça paye 22 circulation 40 polution moins  courag ,1.2600851175331893,1
merveilleuse suède quand regarde statistiques européennes consommation pétrole habitant 12 barilsan france 133 suède environ 11 plus merci confondre intentions réduction réalité prix go pompe 2009  suède 100 € dt prod 039 taxe co2 041 tva 020 061 taxes france 099 € dt prod 040 tipp 043 tva 016 059 taxes ny a différence significative  ,0.6841176539115229,1
tout paraît simple suède pourquoi france tout donne lieu controverses indignations complications leçons morale exemptions corporatives procès dintentions rendent tout compliqué conduisent demimesures contradictions  ,1.515507143309838,1
si croissance peut augmenter 48 cest différence entre valeur croissance cette valeur croissance croissance cestàdire laccélération ,1.4045348886680815,1
oui taxe carbone suédoise fait distinction sociale répartition richesse suède nest tout a fait quen france non plus ,1.2461780293565954,1
jour france lombre dun début déquité sociale suédoise pourra avoir taxe carbone sans préoccuper problèmes sociaux ,1.6985407535753423,1
comme jour narrivera jamais devrons accepter problème bien plus complexe ,2.2158777707611694,0
peut juger seule taxe  si france appelait tipp taxe carbone taxation carbone équivalente suède carburant pompe suède prix équivalent celui autres pays deurope voir légèrement inférieur celui france entreprise aussi moins charges sociales car garantie maladie familiale financée limpôt essentiellement tva 25 tva sociale donnant avantage lexport ,1.1471674481325906,1
croissance naugmente 48 48 alors cest produit intérieur a crû 48 ,1.4439119760807493,1
conseil constitutionnel na fait travail recherche avant prendre décision a influencé cris dorfraie lopposition dommage a perdu beaucoup temps ,1.2429633231426747,1
merci monde davoir présenté lexemple suédois demande  pourquoi plus tôt  ,1.9853435693274137,0
 bruno pourriezvous préciser quoi taxe carbone domaine scientifique sagit politique loi profondément injuste conseil constitutionnel entièrement rôle gardefou ,1.4534613135172227,1
mentalités suédois français ,2.8722461619012,0
comparables respect décisions pouvoir ,1.9573160238527418,0
démocratique davantage ,2.914621983255979,0
a expérience modération ,2.532137747881264,0
combustion dénergies fossiles celle a ,2.215058027590536,0
accompagné lenvolée prix avant crise ,2.4427406406081733,0
septembre 2008 ,4.663600527964558,0
nétait faute gouvernement ,2.847141960108369,0
si résume dérogation massive entreprises paiement sans dérogation particuliers nont rien empêché taxe carbone suédoise dêtre efficace rapport objectifs sages fait supposition dailleurs plutôt sensée a priori lexpérience suédoise anéantit démonstration montre quil bon pousser interprétations juridiques delà domaine compétence juridiquement cc cohérent scientifiquement non ,0.7928500737258014,1
