comment_sentences,word_mover_distance,useful_wmd
c’est drôle souteniez propos depuis moment évidence n’importe quel spectateur semble incontestable universellement admis personne parmi décideurs soucie prendre charge ,1.4324542624849168,0
faire top 14 top 12 comme angleterre sûr solution quand voit lions font battre provinces neozélandaises défaites beau être étriquées cela reste inquiétant ,1.2793865227165644,1
effectivement top12 n’est solution puisqu’il réduirait encore réservoir quinze france l’idéal revenir système 2 poules 2×8 2×10 débattre réduirait nombre matchs tout garantissant nombre d’équipes suffisant laisser possibilité jeunes espoirs gagner place ,0.8612841904757068,1
« lions font battre provinces neo zelandaises » fois n’est coutume… alors mal suivi tournee ,1.8518272395074837,0
bonjour ,5.60629807875159,0
tout fait d’accord top14 dur joueurs toujours passionnant termes jeu ni formateur joueurs ,2.3147438606849806,0
j’ai aussi l’impression qu’il n’y a banc possibilité mettre terrain joueur forme laisser souffler autre ça permettrait peutêtre mettre repos joueurs disputé phases finales mettre grand bain joueurs plus « novices » niveau ,1.1690514612924026,1
l’angleterre arrive battre l’argentine mal titulaires tournée lions halfpenny a préféré lions banc finale toulon… ,1.7789946061218684,0
sûr halfpenny savait qu’il terminerait banc tribune jour où a l’obligation devoir faire choix peu près certain contraire ,1.7604093765130702,0
autre chose m’a frappé lors match tribunes videsdésamour sudafricains springboks considération france comme nation secondaire rugby dévalorisation testmatchs ,1.4621488327760028,0
avoir vu boks tournoi rugby 7 jeanbouin a quelques semaines tournoi qu’ils remporté moins étonné changement dynamique jeu 7 boks bafala bafalas rugby  équipe majorité couleur joueurs extrêmement vifs rapides monstres bodybuildés enfin tous numéro 6 tout blond extrêmement hargneux a envoyé plusieurs adversaires civière – refait totalement donc jeu dynamique base changements trajectoires contrepied agilité bien sûr c’est 7 lointain cousin 15 d’aujourd’hui 7 boks domine planète aujourd’hui possible cela donné quelques idées autres membres famille ,0.9808882287344463,1
« bafala bafalas » comme buffles  bafana bafana’s  différence fait « » ,4.711906412113541,0
honte bien vu préfère ailes haines ,2.3969311032452936,0
novès va prendre laporte  ,2.9986624209292265,0
défaite tactique grande partie imputable a l’encadrement  trouve l’edf cherche encore « malabariser » alors autres nations d’autres « planètes » jeu rupture idéologique comme dites justement  alors apprenons donc échecs ,1.089450698551448,1
enfin l’entrevue laportenoves devrait valoir pesant cacahuètes  ,1.7243799699320772,0
rappelons c’est laporte temps quand devenu sélectionneur a rompu tradition french flair faire équipe « malabars » modèle sudaf paye encore conséquences aujourd’hui puisque l’edf n’a cessé régresser depuis… ,1.067499118760291,1
a tellement comparatifs cette énième défaite risque répéter bon spectateur frustré n’a d’autre possibilité ,1.3700177080600688,1
top14 c’est comme cauchemar cuisine sait ça va faut aller jusqu’au bout conneries histoire voir quand fermera boutique ,1.6387380743413227,0
propose temps droits tv tombent tournées fassent l’anglaise sélection coqs franchouillard l’instar lions britanniques alors sélection taupe 14 doublures mêmes sudafricain encore sélection ecoles nationales armées comme ça fanfare ,1.1233605518959378,1
premier peindre trois couleurs franchement mettre maillots ffr certaine représentation rugby francais francophones  prendre chaque fois plus c… dit faut aimer perdre dit aussi qu’il faudrait juste temporairement arrêter faire sélections dite france s’il plait « l’appelez plus france » sais selection coqs vins moins sait deja l’intitulé fait bouffer fin ,1.0599846948103049,1
allez prochain être moins fond 1706 a 17h00 zygomatiques met maillot coqs rôtis ,2.4996743119068943,0
ps barbarians britanniques gagné match contre l’afrique sud ça repositionne bien niveau sélection france non ,1.5746246433150515,0
bien analysé michel sais pourquoi cela fait penser forçats route rythme endiablé étapes tour dont va reparler bientôt croiser bras droit gauche crois qu’ils puissent faire autrement sauf respect michel ,0.9642438303200015,1
oui montera coup bras croisés ça fait totologique dit comme ça voulais souligner boks lient deux bras croisés sans coller forment sorte filet bras hauteur ballon l’adversaire l’ont fait plusieurs fois contre avants troisquarts bien exécuté n’est évident feu l’action j’ai trouvé méthode astucieuse non frontale technique efficace car neutralise ballon porteur mouvement jeu n’ai vu beaucoup d’équipes capables pratiquer cela aussi bien j’en déduis cela a travaillé l’entraînement md ,0.8173337880097048,1
oui michel  filet garni comme disait loto autrefois ,2.4042741252130004,0
quinze france bien besoin filet garni éric md ,2.3969469571118704,0
rugby jeu collectif ballon ,3.3799736705101093,0
déstabiliser l’adversaire vaincre faut donc excellente circulation ballon semble sudaf s’y mis compris qu’ils gagneraient plus jeu plus déménageur ,1.2815840104909137,1
equipes neo zelandaises meilleures depuis toujours parce joueurs formidable technique d’offload gout affirmé circulation ballon soutien mouvement ,1.3535832141488637,1
tant cela pris compte management rugby france jusqu’au niveau équipes jeune bien stagnerons comme bourrins sans imagination prétentieux devenus ,1.5722464842064303,0
1 ,inf,0
rugby maintenant contrefous trop physique trop percussions connais meme plus nom joueur 15 ational… annees 60 70 tout cite joueursleur club tailleleur poids… ,1.3560833304561923,1
permettez peu nostalgie ,2.9636985196485672,0
juillet 1964 springboksfrance a springs poste  ca gresillait commentait claude maydieu…il encore plus epique porteurs coq…a quelques inutes fin match suds af marquent essai rate transformatio » non ,1.1831141853150797,1
passee »…… puis delivrance » a gagne a gagne » criait claude m… ,3.5340146540469983,0
joie insensee  deja manifestee essai christian darrouy ,2.737521380576292,0
souviens tout ca vivais petit hameau charente… ,2.41075669179323,0
plus grand souvenir amateur sports… a cette epoque rugby etait quelque chose… ,1.8762807575462483,0
n’ai vu match outre fait plupart joueurs cuits c’est bien normal vu nombre matchs tampons qu’ils prennent joué altitude n’a arrangé leurs organismes pretoria quelque part 1500m bref prévisible comme dites si bien continuera année après année aller prendre rouste juin l’hémisphère sud certainement questions pognon petit détour maurice réunion n’a arranger forme plus encore pognon obligations contractuelles fédé contrairement joueurs n’est terrain ,0.703770572564561,1
génie français c’est trop souvent avoir raison contre tout monde alors résultats désastreux lis souvent parents où enfants arrêtent rugby car formation résume a rentre dedans solutions a top 12 plus barrage deux joueurs non sélectionnables feuille match formation niveaux fonction non plus l’âge gabarits basé jeu sens amusant skills savoir éviter faire passes jouer équipe bon dirigeants s’en foutent l’afs a abandonné rugby purement frontal l’arbitrage non français favorise l’affrontement frontal derniers jouer jeu ,1.2593224998374468,1
 1 ,inf,0
allez regarder 12 essais blacks contre samoa taillés comme monstres monstrueux  ,2.1850788004683386,0
