comment_sentences,word_mover_distance,useful_wmd
tarif passe ridiculement bas faut l’augmenter améliorer qualité transport parisien regardez tableau comparaison d’autres villes europe certes incomplet ,1.1888145019984049,1
« plan « 1 000 bus » vise habitants grande couronne « souvent contraints d’utiliser voiture faute transports commun » »  ,2.1182514529451373,0
sans nier l’importance bus idf si cette phrase provient d’un élu met bien évidence certaine méconnaissance vélo  puisqu’il n’ont jamais utilisé vélo ville banlieue sérieusement déplacer vélo n’existe ,1.2852537963494304,1
pourtant a quand quelques fousfurieux pédale parfois rien aller gare paquet d’autres ferions si ‘c’était plus sûr’ … ,2.0075102548685404,0
restons tout positifs  🙂 ,3.6805529614179595,0
retiens l’article c’est bus coute beaucoup moins cher chemin fer régional sentez gros comme maison « a plus sous acheter trains a super car écolo wifi trimbaler depuis logement très grande couronne jusqu’au premier métro »  ,1.008159793953158,1
pensez peu retraités donné plus quarante ans travail pou france  arreté faire payer transports  oui cela existe brésil partir 60 ans paye plus transports  ,1.7704469041600166,1
eh oui cela existe îledefrance ça s’appelle forfait améthyste emeraude habitants paris délivrance déléguée départements décident notamment critères d’attribution d’une éventuelle participation financière bénéficiaires titre d’exemple seinesaintdenis fait payer 10 prix forfait val marne fait payer 25€ an ,1.6447948225690272,1
forfait améthyste emeraude supprimés 2012… ,2.5504858069831338,0
triste constat encore promesse non tenue pass navigo 70€ n’aura effectif onze petits mois ,1.968139963969755,0
véritable désillusion si l’ai encore certains français naïfs contribuer payer ingénieurs  équipe pecresseliés systèmes l’economie transports urbains faut croire résultat savants calculs coût prix pass issue d’une vision court très court terme ,1.1016367834182639,1
omettre d’inclure coût nouvelles rames tuning bus diesel c’était comme proposer raclette sans fromage ,1.3233604354064328,1
résultat consommateur payer étude marché valait pesant nougats ,2.1689585162817013,0
3€ nougat  veut nougat allez allez braves gens nougat veut nougat ,3.4428658979945297,0
pass 70€ opération huchon pécresse ,3.169971695247494,0
certes valérie pécresse promis durant campagne électorale maintenir tarif 70€ « parce qu’il n’est question jouer pouvoir d’achat franciliens » quelques mois plus tard force constater qu’elle n’aura tenu engagement ,0.9467153258119073,1
truc preuve l’ineptie politique pays a présenté comme n’ayant aucun impact budget global alors  ,1.8589941933035576,0
– n’entraine d’économie fonctionnement ,3.0869801374294275,0
– entraine baisse recettes ,3.029332333046739,0
étonnement rend compte ans après ca tient s’est donc tapé tas discours stériles lieu d’avoir explication claire tenants aboutissants projet ,1.5242345143934448,1
z ,11.037611944241315,0
gosses riches fraudent  ,2.7403225586146363,0
changez lunettes toujours mêmes fraudent bandes ,2.3621855075953766,0
quand l’augmentation tarifs cet article oublie préciser pass collégiens lycéens plus subventionnés tout entraîne hausse substantielle tarif ,1.2972845983388168,1
pecresse comme autres augmente impôts taxes sans couper dépenses ,2.541321028759474,0
pays géré dépit bon sens ,3.7775429773935327,0
abonnements collégiens lycéens continuent d’être subventionnés certains départements plus subvention région comme yvelines val marne seinesaintdenis ,1.365571500083203,1
hautsdeseine contre effectivement arrêté cette subvention rentrée 2016 seine marne met fin carte scol’r ,2.0194334768424764,0
n’êtes contradiction près réclamant région coupe dépenses tout plaignant qu’elle coupe  subvention pass collégiens lycéens… ,1.7591385193056466,1
moins victime syndrome nimby not in my back yard  ,3.508003075255436,0
fautil croire promesses puisque première d’entre elles celle augmenter l’abonnement n’a tenue pourquoi celleslà plus  voilà c’est croire joli sourire sans prendre temps d’analyser promesses regard comportements passés ,1.550319049675007,1
bonjour ,5.643914556702574,0
73 euros c’est déja trop cher trains banlieue toujours retard stations métrorer dégeus sentent pisse notament auber ,1.327697694632692,1
pire situation dégrade donné manque d’entretien lignes existantes ,1.9039671096395954,0
seul bon point bus marchent correctement ,2.2673832274999888,0
comme d’habitude politiques francais l’oeuvre  catastrophe ,1.7899384281295683,0
peut être décrivez aussi conséquence d’un manque moyen ,2.5182226982842195,0
revanche rejoins dernier point prix pass n’a calculé base électorale fait aucun sens réels besoins derrière ,1.3673825346398998,1
encore plaint sait transports commun subventionnées hauteur plus 70 qu’ils coûtent… ,1.841501636188095,0
sans subventions si usagers payaient prix normal service qu’ils utilisent pass navigo devrait être vendu alentours 170€ minimum ,1.7227383765305202,1
c’est peutêtre devrait être fait d’ailleurs supprimer toutes subventions moins gens connaîtraient vrai prix service rendu ,1.5502741954891943,1
