clean_document_sentences,reader_attention_of_each_word,average_reader_attention,sentence_length
chers automobilistes « évitez d utiliser voiture petits trajets privilégiez bus vélo marche »,"[9.089774001935890275e-503, 1.2479027391947581384e-408, 1.7278868997365391174e-387, 7.233192144372320264e-166, 2.5712727803045407732e-246, 5.8184973578234904315e-272, 3.0617591611692919582e-535, 2.7192899450048970264e-383, 4.2866021139341863986e-410, 5.2772553385477799654e-49, 2.7472042235426702842e-372, 2.1475771778013114416e-312, 1.9404738247232938938e-349, 6.193194854680722766e-238]",3.7694680989627e-50,14
conseil avisé n émane d une quelconque « secte » site caradisiac bible amateurs grosses puissantes voitures,"[2.7554269337191309851e-524, 4.2249280309831356515e-241, 2.727810066341583131e-398, 1.3015876877880529277e-380, 1.5820735723579828316e-457, 2.9125916565505953782e-363, 1.3871569573755073531e-351, 3.7904697393861167654e-374, 5.0186191642936825087e-573, 6.793399046791947363e-472, 1.5598254864863121986e-391, 1.2914604088840374622e-306, 1.20119842548414453856e-536, 5.560213059897646035e-349, 1.1680385334381999202e-580, 4.554036064522918174e-424, 5.737199454476657164e-504]",2.4852517829312565e-242,17
vélo remède idéal crise carburant ceux fait choix depuis longtemps persuadés,"[1.326023376003315277e-185, 8.782230039382870475e-459, 3.6276664062737668435e-184, 1.6610188251771101531e-539, 2.999948794769838357e-414, 6.1472867728847494203e-392, 2.1347036478384431457e-311, 4.863641461506982514e-534, 8.6969386367940298e-215, 7.398317954393197572e-331, 2.5033993221919513258e-251]",3.418426130794635e-185,11
ricanent gaussent diffusent réseaux sociaux images connues mode « gazole j ai guiboles » voire vidéo montrant files voiture devant stationservice tandis qu un cycliste sifflote dépassant tout monde,"[6.833675162883608162e-589, 1.1062194360828453155e-234, 1.562532392732123399e-150, 1.5646744228078665928e-242, 3.446832583968569788e-426, 4.3317904519928037232e-240, 7.902195456117862699e-468, 1.3147982303648767716e-369, 2.4153871935645036548e-531, 1.9306617351578140507e-395, 3.5077048564920797083e-440, 6.331719289371252393e-165, 5.289351182570658207e-486, 2.5910850835342898323e-447, 7.0911632843592270608e-326, 6.822342596101189609e-207, 2.370344340647588261e-285, 3.4274736581674884103e-380, 3.1169850783119912213e-509, 9.010028031641426036e-250, 4.8064412707806820162e-344, 1.3698509430707617416e-359, 1.13057819898450755433e-532, 6.9167403482237981747e-377, 2.0400432428433453876e-480, 1.721408697568089249e-08, 5.8580965520223892146e-531, 1.3481433820710495516e-225, 1.2080373703377441633e-338]",5.935892060579618e-10,29
conseils pratiques,"[9.537631812376950073e-470, 1.1794625494318546637e-610]",0.0,2
certains distribuent volontiers leurs conseils,"[8.8640488910274152297e-423, 2.9027025820442702834e-552, 6.4514246790748072826e-262, 6.806936242529301261e-632, 2.1127326435542506673e-139]",4.225465287108501e-140,5
habitant lamorlaye oise travaillant paris thierry roch également président d une association provélo raconte trajet quotidien « pars bicyclette rejoindre gare ter d j emporte vélo train puis rejoins bureau paris porte montreuil »,"[1.1659309932990195392e-420, 2.4919245103804931852e-354, 3.6593232758597286318e-364, 2.5678905633472598642e-357, 1.6379036382987942342e-479, 1.7412834116234631397e-124, 3.2852660615128364588e-532, 7.0900821600431574854e-362, 6.8082802231461490096e-321, 1.4248576589341892256e-69, 5.838420025876973021e-486, 1.52697987345202e-279, 2.636909209226904963e-571, 2.08959635988814715e-257, 6.3422006227874578327e-346, 0.999999982764718315, 1.008346149222026483e-452, 2.1194709222038914984e-11, 3.5837770927520779197e-197, 2.871747262573234222e-174, 4.1443353506146502772e-401, 1.2813207296407844987e-258, 9.876290627066005777e-346, 3.137644949597950514e-75, 1.7635266939056898615e-409, 4.676743292561435607e-195, 8.400513021931892423e-408, 3.253420804430908129e-179, 7.5876042755905780686e-286, 4.300764145484426367e-314, 4.6188568685315964272e-592, 7.2900851519566172427e-284, 1.73766169252647302985e-220, 1.4390105369243762567e-265]",0.029411764199585678,34
exploit point tout « j ai ans peu cholestérol quelques kilos trop eddy merckx habillé comme lorsque j utilise voiture couche vêtement moins »,"[5.9468067278178446464e-365, 1.5054189254686536152e-254, 4.6817221904866654523e-465, 6.49014229844751709e-414, 1.1106456155420814981e-370, 3.5069278720952600814e-250, 3.7326640141567958773e-453, 1.1147182790085011942e-153, 7.1493804880469053557e-426, 2.0141986834229089016e-344, 2.8938074412946814924e-495, 2.0261117150711680638e-381, 2.2426876446633665917e-416, 3.4034622878041394964e-309, 7.2924927793408203924e-320, 1.3974458748472779314e-340, 3.8920615927877309216e-204, 2.889739240484165363e-238, 3.671171623552288643e-559, 4.685669671988536284e-225, 3.3646276978598715396e-252, 8.113166890108459014e-405, 2.7304934741400198705e-516, 7.22148240049445096e-306]",4.644659495868755e-155,24
twitter apparaît comme réponse,"[2.5678017504736927098e-282, 1.3602455626151422038e-333, 5.8656670882367375e-206, 2.7540005084212693439e-173]",6.885001271053173e-174,4
nord l association droit vélo adav publie communiqué « compatissons automobilistes conducteurs motos scooters pénalisés pénurie carburant,"[1.04652668232233446784e-315, 5.5253545197691802564e-347, 8.0900892992726717803e-373, 1.1371997613722808851e-270, 1.5069148628596617097e-370, 6.70753902467236719e-96, 2.3343122003545696973e-161, 6.053014661661681931e-133, 1.0689490782135462922e-48, 8.2873359324906229185e-198, 6.333594961441497329e-405, 8.356357301862102247e-473, 1.6953722409957607393e-333, 1.1163352904443405636e-128, 2.446868740922510101e-333, 6.2848130762779701696e-151, 1.3149298847172166178e-455]",6.287935754197331e-50,17
