comment_sentences,word_mover_distance,useful_wmd
jai beau chercher nai trouvé aucune référence obama larticle quoi estil responsable quoi auraitil pu changer lissue procès  ca reste scandaleux poursuites abandonnées fautil toujours méfier lévidence politique  ,1.3709814642584819,1
eau noire eaux troubles balck water lune sociétés pires réputation tueur affreuse fautil rappeler braves gens assurés époque garde rapprochée karzai sais si cest toujours cas ,1.6630774580962022,0
savoureuse interprétation juge  laccusation a violé limmunité accusés recueillant témoignages accusant ,1.2956920895931558,1
crois cela passe commentaires  ,2.6496661090150893,0
obama nest quun bush passe mieux couleur origines lubris mépris supériorité lignorance américains occidentaux restent mêmes dire chef cette puissance militaire tue chaque jour centaines dhommes femmes denfants a obtenu prix paix cest dire toute lhypocrisie régie monde bonne année tous ,1.3624580331166571,1
prononcée tribunal après genre décision quelle crédibilité étatsunis commenter procès politiques chine vietnam ailleurs  ,1.235286320982257,1
quen pense prix nobel obama ,3.219583103607873,0
belle impunité malades gâchette encore fois bien protégés gouvernement américain procès belle mascarade moment où attentat canada dry pousse américains vers guerre yémen ,1.3134019069698029,1
encore ravages lideologie liberale  cest prive donc cest mieux forcement  ,2.3613056993953436,0
tpi  normal puisque usa reconnaissent tribunal ,1.9567963674311688,0
usa négocient accords dimmunité soldats us pays concernés ,1.808418771385572,0
honte sans limite hélas conséquences tout cela retombent lentièreté citoyens monde occidental ,2.049463528975955,0
mercenaires blackwater encore beaux jours devant  ,2.529453396744043,0
société privé sécurité pfff ,4.309790677663068,0
tout temps ça sappelle mercenaires ,2.954330807985216,0
fait sociétés privées sagit purement simplement mercenaires rien dautre civils statut combattant refusé convention genève devraient être poursuivis devant tribunaux ,1.265604745780551,1
sociétés comme blackwater bénéficiaient effectivement irak priorité juridiction troupes américaines cest explique quils jugés etatsunis quant cpi nest compétente parce etatsunis signataires statut rome gouverne compétence ny a donc ni vice forme ni défaut justice internationale relations internationales malgré tout restent empreintes loi plus fort ,0.9180912177878988,1
décision scandaleuse fondée vice forme procès tant quelle bornera protéger ressortissants lieu dadministrer justice justice américaine crédible ternira limage us irak ,0.9671947211968639,1
tiens cest curieux reportages peu bruits autour cette affaire cpi tpi faillite sociétés privées plus préoccupées profits court terme déthique respect vie dautrui fermez ban ,1.8929624586589169,0
dû être jugés condamnés irak tiens ,2.4981808763049185,0
servir leçon ,4.287159839657308,0
républicains peuvent dormir tranquilles  étatsunis restent étatsunis ,1.6004019175928081,1
pourquoi sontils sous immunité gouvernementale  cest blague truc ditesmoi  ,1.898797503640203,0
plus afghans irakiens narrivent mettre tête cela bien uniquement bien soldats tuent dire devrait plutôt écrire tuent  combien siècles faudratil effacer haine antioccidentale sest ancrée cette région  ,1.3785540484510848,1
