clean_document_sentences,reader_attention_of_each_word,average_reader_attention,sentence_length
juge américain a rejeté jeudi décembre accusations portées contre cinq employés blackwater plus grande entreprise privée sécurité utilisée etatsunis irak accusés davoir ouvert feu bagdad foule tué quatorze irakiens lors dune mission département detat,"[4.11070252463386413e-125, 1.2204404124678664998e-132, 1.2631166159515684441e-81, 4.0836197893877368594e-162, 1.5244904111355717467e-145, 1.2756700179469378461e-118, 1.1564035986279473854e-178, 6.1716031963529210454e-158, 5.868731099061918071e-126, 6.418046344655301188e-91, 1.2817298956991049347e-161, 3.4343038243433664084e-174, 1.0740564537691493041e-158, 1.3291969990441562462e-158, 5.8990226738666702158e-161, 2.8971860473423924692e-118, 5.8862028370911752974e-124, 5.112553863607598319e-109, 3.2214127463797253493e-140, 7.0367931016237370023e-161, 1.3193277777626061227e-165, 9.207658385482648855e-170, 1.7115772585447203808e-154, 7.4980684031132115125e-172, 9.861267299139027261e-110, 1.12996548631219286284e-132, 2.4622044083184881833e-144, 4.528043711139871562e-152, 1.8261081251374941168e-102, 2.717333230682488902e-158, 1.8539553034448517126e-157, 2.8121133685925498823e-111, 2.0295082543763750396e-114, 8.4032515087551141665e-138]",3.71504887233345e-83,34
décision aussitôt suscité irak jai vraiment stupéfaite décision jattends lambassade américaine copie décision juge a ainsi affirmé ministre droits lhomme irakienne mikhaïl,"[1.3027934073070682257e-90, 6.243609645480564592e-122, 1.4130479064868154664e-157, 1.0490155200498945463e-98, 1.0939392027910771152e-137, 3.6616765983274817197e-147, 4.753965795953430096e-114, 5.7495847392226113248e-93, 1.8191626558452679177e-159, 5.1352944831324160666e-136, 2.630143569846770772e-132, 2.4849087447503411457e-112, 5.938144227715812752e-161, 2.2633122262167173556e-67, 3.0476280425139732137e-116, 1.1722337864696643717e-133, 1.58228177725234234e-123, 4.4618303877156010608e-116, 5.148919284087009009e-168, 3.570046246386274908e-152, 7.293443861040973569e-167, 2.9742564779861139276e-173]",1.0287782846439625e-68,22
sest passé a très mauvais car tant personnes innocentes mortes jeunes étudiants tués quelquun aimait tirer gens non armés juge fédéral ricardo urbina a argué décision laccusation violé droits accusés utilisant témoignages livrés alors agents sécurité protégés conférait gouvernement américain,"[5.5652790843423205407e-150, 4.1211099795351245676e-172, 2.884560691529796562e-132, 5.1796755443103972175e-156, 9.484040168092876705e-174, 1.21753670440978406076e-157, 8.7265396276632965176e-104, 3.732222304521192306e-95, 6.1423737549287998584e-148, 4.0431038789877063755e-122, 1.7065920243756501776e-169, 1.03986850344764794444e-166, 2.1149303371241349981e-157, 8.792720090986089279e-83, 7.0633659101985158734e-122, 5.4120666734731849123e-150, 1.2813781188304043735e-167, 9.576927993920282485e-130, 1.0597991701348833298e-93, 1.1050136676174270014e-171, 5.0369561743442091147e-60, 4.47823584810780302e-127, 5.0256758709279810183e-138, 4.3901428291377907185e-101, 2.8363504308041125974e-152, 1.564764587054592514e-128, 7.3133774403265862776e-127, 1.8109689408515432622e-109, 8.249477950952652825e-151, 6.4477519758643697045e-155, 2.713292677586876505e-159, 2.2089888349758352339e-159, 7.9514577089769438644e-117, 2.855850872292153733e-130, 3.468345354767589918e-100, 9.3739242857791951113e-135, 5.6783862179802370442e-133, 9.542275500380610772e-133, 4.0920871840452116726e-105, 7.532950530066180912e-73]",1.2592390435862405e-61,40
tous irakiens vont être mécontents,"[8.4584744535843473646e-159, 9.4436418994199724785e-118, 1.0241506100262562e-159, 1.691589683885783119e-129, 3.9008811112091354448e-152]",1.8887283798873776e-118,5
a tellement travail fait poursuivre gens justice comprends décision juge explique mme mikhaïl,"[5.6826208169805432768e-98, 3.740399179094541545e-170, 4.4750498426035872898e-172, 3.203270685743723564e-139, 3.990592588843139014e-153, 6.106183185574744331e-118, 7.65743163442581414e-163, 5.150588645189615847e-139, 4.774323271896334001e-137, 7.0253269704162525778e-161, 8.7385358939563445575e-170, 3.005884356132429149e-147, 6.78296758796853495e-151]",4.371246782292725e-99,13
selon ministre témoignages présentés suffisants renvoyer cinq agents devant justice américaine,"[1.379539205213664968e-139, 3.698901822892450905e-164, 2.2256095139622959783e-142, 2.8339919325429427616e-138, 6.527547629866674754e-133, 1.7623141110128327743e-146, 1.90142151673670441e-144, 5.1100056921808104644e-139, 1.3671703761934896837e-138, 1.8032671164291740613e-138, 4.6288905906209696057e-80]",4.208082355109972e-81,11
lun agents a raconté sétait passé place comment tué gens innocents trouvaient juste voiture sans aucune arme,"[1.9207274382281133115e-129, 2.1928899808442387994e-135, 2.1588224129749152895e-140, 4.108434867509235695e-143, 9.010513485178320603e-111, 8.30338998943852692e-114, 7.4886953259779267954e-110, 9.2281095641508059845e-125, 2.7532182325205010578e-128, 3.4769219049814734532e-138, 6.8057141807811167014e-136, 4.339832714273613123e-115, 1.36563187014825429e-135, 5.476075942176763108e-116, 2.2305821921270436998e-128, 1.0, 2.1407721875813282866e-70]",0.058823529411764705,17
contrecoup cet incident provoqué colère irakiens nont cesse agents sécurité étrangers davoir détente trop facile dagir sans retenue toute impunité,"[4.3804255778532693499e-122, 9.1392084494754558923e-63, 3.460261902400143784e-24, 2.279466474816519916e-108, 3.3057559335352855616e-114, 5.588250544740578754e-71, 1.969543821635910677e-157, 7.1134748700444398165e-100, 3.7065616600138077754e-136, 7.310260424265102265e-116, 1.9795302175863010202e-145, 5.410742383302875592e-157, 1.1485216009733057021e-76, 2.3307430756851935196e-156, 6.7350120988726508524e-123, 2.5044304186807209993e-144, 1.0072130327770168925e-89, 1.8197351072558717822e-74, 2.8886310473973687181e-122, 1.611962448124065145e-91]",1.730130951200072e-25,20
après cet incident gouvernement a retiré licence dexploitation blackwater dont contrats sélevaient centaines millions dollars an,"[1.4619446017432484483e-155, 3.578235568761449331e-141, 7.1543782815110765402e-158, 1.5616303883387690208e-106, 2.6635254895225260145e-82, 8.1214998501768498904e-123, 2.2812417884452555186e-122, 8.6831604461179727413e-122, 5.707146611699438211e-71, 1.3561926824941699736e-94, 1.7937520774590064628e-146, 4.8305723793853387133e-57, 1.7378488830504772575e-134, 2.003235850266247656e-156, 7.159021834761797477e-138, 1.036885369697431983e-97]",3.0191077371158725e-58,16
début mars patron fondateur société américaine sécurité xe nouveau nom blackwater erik prince annoncé démission après perte contrat irak,"[1.1928069385928837413e-117, 8.3667521128850782995e-160, 2.3389142935443673315e-131, 1.5073315911775585567e-126, 2.5460253003986685689e-169, 2.691362484058498804e-155, 1.7690306050741962933e-141, 1.1182629120695201286e-133, 1.282826658438803473e-135, 1.3619288992582537388e-161, 1.5159502255280735279e-134, 3.3991869425943539736e-130, 9.4845915154268174596e-104, 1.7595412174722555221e-97, 5.711327928313843988e-160, 1.8791973786669156536e-88, 1.15334552736672953854e-166, 9.244142576314378389e-163, 3.3024261068139497676e-166]",9.890512528560304e-90,19
