clean_document_sentences,reader_attention_of_each_word,average_reader_attention,sentence_length
sécurité sécurité sécurité,"[3.0606903159408654126e-397, 2.0122735517699497563e-292, 9.327136507072391981e-417]",6.707578505899833e-293,3
programme transports fn élections régionales tourne l obsession,"[3.145537200668533468e-403, 4.4295368050099097037e-452, 3.204465613053711738e-364, 5.6701752132787881433e-341, 2.7998077657387337621e-412, 5.0881350925952235993e-368, 1.3690521485271774273e-350, 1.3686525880537164567e-300]",1.7108157350671456e-301,8
si l on croit candidats d extrêmedroite enjeux transports publics l une principales compétences nouvelles régions limiteraient l « insécurité » subiraient massivement voyageurs,"[1.3662197620778788755e-456, 4.1579160495622884927e-448, 6.7690352390243119643e-334, 6.1017368710651406775e-325, 6.2906355372654502775e-489, 1.4161340526935461176e-347, 5.3612788479932715504e-187, 7.5501312539741964305e-335, 2.4792227811276452412e-320, 2.5212797393803007341e-450, 1.5035408191636109271e-249, 1.4187270440193701347e-499, 6.5730869144602485864e-518, 1.103446496957022217e-389, 2.5267533315975073627e-391, 6.1026538582565815923e-472, 8.711190179359644448e-401, 1.3264466119443079897e-406, 1.762478080609658208e-258, 4.8420290657213536074e-332, 4.2656383866385796803e-513, 6.770901889872184283e-323, 2.1360436919033437555e-445, 4.7593806266243048838e-317]",2.2338661866638633e-188,24
sauf iledefrance sujet transport souvent expédié quelques phrases milieu propos généraux l identité l immigration deux piliers programme fn,"[6.993776048391996492e-397, 4.66369278140150815e-156, 4.7332041250142163004e-483, 6.898651044307777389e-373, 9.132201619023618185e-465, 3.542282232202316977e-407, 7.884479763164570941e-350, 9.566185695102880206e-509, 2.9283869089474870666e-364, 1.4631431603330596802e-526, 2.3450887508745965474e-501, 2.517249425853339368e-432, 7.2035122057966319298e-444, 1.1247903686928478522e-483, 3.7346832425102139784e-442, 2.7691609360972337729e-431, 3.384415836098073555e-458, 3.8103575199830953187e-505, 1.4375364373844506359e-326]",2.454575148106057e-157,19
deux agents gare,"[1.2041191445625686998e-169, 2.1607160666641285696e-389, 1.6278215259519155884e-359]",4.013730481875229e-170,3
tous candidats frontistes qu ils abordent second tour situation favori non promettent « renforcer sécurité transports » ici,"[5.0148931755928604926e-249, 7.1726700475461912176e-214, 1.21780692659639012855e-290, 5.3157514196734189566e-345, 5.8123435821224108323e-264, 3.961038144131726324e-316, 2.1047466193764249632e-281, 1.3461193417416255631e-412, 4.9539567097062022353e-436, 1.2952402940885524351e-488, 1.262129983949709586e-409, 1.9889396482301797923e-411, 2.228277334392155456e-343, 1.7146742451464702118e-323, 9.432490239253767921e-504, 6.0790247231210912536e-274, 1.9111525025214276336e-322, 2.2753043445402066623e-270]",3.9848166930812174e-215,18
iledefrance wallerand saintjust veut « réduire fraude délinquance sans qu aucune distinction n apparaisse entre deux phénomènes transports »,"[3.6250402947054667084e-492, 4.887431961752996346e-218, 4.9952279680913442365e-437, 2.5524942773891603609e-204, 8.9492803169146899406e-478, 8.8269334899060137265e-367, 1.1120641471116923237e-238, 3.7863001331343653758e-212, 6.461677249846966399e-286, 4.405926496738293202e-440, 1.4035568254832999114e-237, 2.5142963888899757002e-324, 3.363207400632354948e-230, 5.9961385026292048986e-449, 5.6672303585542104656e-359, 6.980329574415598432e-493, 1.5159064167956508665e-404, 3.4848840842554588258e-425, 1.5628003877504037229e-406]",1.3434180606590582e-205,19
cela veut placer deux agents permanence chacune gares région,"[8.378368234164440044e-413, 1.0494920159783088585e-372, 1.3412330542086013226e-495, 1.8578163586637313216e-487, 5.161897141749768644e-256, 2.2090077421437444209e-362, 1.0319444677915769447e-449, 6.468930316474027593e-17, 2.4894285615430801902e-346]",7.187700351637809e-18,9
précision « presque tout monde a bonne raison frauder » mars caméras « police ferroviaire »,"[1.645522404041418369e-177, 6.486910532620927393e-82, 0.9999999999999999353, 3.757458424952628872e-243, 4.986232928670082941e-174, 4.746013755217752219e-211, 5.733252920481027892e-281, 3.4032072610682428577e-413, 2.7342015648231998896e-332, 4.3382465540494916846e-266, 3.080531522321993836e-374, 5.858420951600501808e-346, 7.072993499897049912e-388, 4.0434806784119149508e-136, 7.227232030982837809e-307, 2.1193666131107608547e-184]",0.06249999999999999,16
centre comme ailleurs fn réclame caméras surveillance trains,"[2.8438363383338307811e-403, 2.9443353696727091366e-63, 3.1376004176467221701e-465, 3.1972011719768373298e-287, 1.3198360089873749773e-270, 2.115676516116676327e-261, 3.840321054533740047e-352, 2.2288922174723103445e-111]",3.680419212090886e-64,8
l est comme nord candidats promettent outre « police régionale transports » modèle celle existe iledefrance,"[1.5775420232401334537e-106, 1.8224702804885306533e-314, 4.3798200767451767302e-225, 1.2179896057277150482e-427, 8.025207860108294445e-377, 1.1125900683380003222e-335, 7.018083885837959567e-409, 6.629147949929793917e-298, 1.25460485876943253795e-374, 6.071162142134817933e-476, 7.5087287684052429625e-459, 1.2035534995656597615e-432, 1.20331358773064147726e-381, 1.7197648780829730802e-324, 1.36605023557502051905e-424, 3.8161820861626113437e-428]",9.859637645250835e-108,16
tous font mine d ignorer qu il n appartient conseil régional créer tel corps comme l avaient montré décodeurs monde suite propos tenus marion maréchalle pen azur,"[7.0257534329251617606e-287, 6.0854030908693184806e-339, 1.47904259616721336e-324, 3.970164012701429073e-132, 1.6181859531897087141e-141, 9.547155350013778152e-255, 2.8347966360522673444e-369, 5.6923604646392109887e-250, 4.4328079986639021994e-59, 6.8781886046871688433e-262, 2.2741006557045162119e-188, 1.5951748984800371802e-285, 8.5923880127798745874e-386, 7.0425266066780445308e-385, 1.9842907608452458548e-355, 5.994469810450351423e-371, 2.4723066303594260755e-344, 1.0864482442266216835e-380, 8.019578945131632092e-459, 6.9428372725749211526e-276, 6.651880383077855413e-191, 1.6142893032933490441e-288, 1.0242715405003893588e-367, 6.075674145775159027e-189, 4.649626091002945248e-324, 5.418339792808194978e-282, 1.0900224317265709399e-121]",1.6417807402458897e-60,27
petitefille jeanmarie pen avance aussi autre solution « recruter contrôleurs »,"[2.2444275988492248232e-397, 7.9974832182799527754e-192, 1.458068894180520172e-399, 7.591807291636867453e-224, 9.395635553179801578e-475, 8.318910310635982131e-431, 1.1746873136364927858e-363, 5.977671338411243461e-392, 3.6592189076161383942e-398, 1.1664041687862751982e-453, 3.5752382821792357041e-435]",7.270439289345411e-193,11
