comment_sentences,word_mover_distance,useful_wmd
l’humoriste chanteur disent  demain si fn gagne chaos c’est déjà chaos moment non  » guerre civile » dit politicien haut rang comment appelle crimes « français » assassinant français  semble qu’on a vécu genre « guerre civile » beau pays depuis quelques temps … non  ,1.5063878989798603,1
non vote fn simplement constate réalité ,2.3931896337693193,0
n’est belle  ceux glapissent devraient être plus modestes quant effets déni réalité ,2.033645561755234,0
baudot dit« usagers ter représentent 5 population totale coûtent ainsi près 16 000€ an chacun contribuables » sait combien coute automobilistes infrastructures ik prime casse externalités… cyclistes piétons ,1.2083589007254647,1
« usagers ter représentent 5 population totale coûtent ainsi près 16 000€ an chacun contribuables » ,1.6299627798751268,1
pourriez dire combien coûtent automobiliste piéton vélo ,2.4780810690193684,0
« transporte vélo » déplace vélo faudrait déjà marine pen apprenne parler français… ,2.452528491834343,0
« propositions » candidats matière ferroviaire caractéristiques principales irréalisme mise évidence d’une profonde ignorance sujet ,1.0622120360564116,1
euh pardon 2 paragraphes sécurité 8 autres propositions quelle non pertinence démontrez plutôt sécurité transports sujet parmi d’autres l’intérieur d’un thème luimême « souvent expédié quelques phrases milieu propos généraux l’identité l’immigration deux piliers programme fn » ,1.4004842976037335,1
où l’obsession  vouliezvous démontrer exactement  ,2.3872892707557325,0
reste propositions comme indiqué généralement flou teneur fluctue d’une région l’autre ,1.9049619678385785,0
voulais rien démontrer juste présenter propositions ,1.9391429861284322,0
or ,7.107742767191128,0
merci réponse  ,3.3021953536987714,0
être plus clair comprenais vouliez démontrer sécu transports statut part programmes celui d’obsession affirmation semble contredite contenu billet ,1.1712155231984331,1
peut etre parce besoins tec entre idf hasard l’acal différents ,2.0078557461938895,0
projet totalement absurde c’est celui ligne circulaire métro m15 doublonne 6 km sous ligne e sncf 4 km tracé tramway t1  ,1.6418196675868344,1
tracé a décidé vavite conseil général a 2 ans sans aucune concertation alors tracé bien plus pertinent passant noisylesec romainville montreuil permettrait d’éviter fois coût supérieur 12 milliard d’euros massacre passage tramway centre ville noisy ,1.2751658503905594,1
manque réalisme programme fn n’est surprise sauf ceux appris lire cette année cela dit faudrait aussi lire propose autres partis a gauche ps fait quand largement pire fn tout gratuit tout ouvert sauf dimanche évidemment tranche marginale d’imposition 100 si dépasse 2 000€ mois smic 2 000€ mois… ,1.3921381373678816,1
franchement autres partis forcément plus originaux « votez tout ira mieux »… ,1.711448920341155,1
puis promesses n’engagent ceux croient ,2.6429321434101154,0
rassurezvous fn parti politique donc aucune raison prendre vraiment sérieux si jamais dieu garde prennent pouvoir feront comme hollande ravaleront fierté feront disent bruxelles berlin washington ,1.1761733918253126,1
 a gauche ps … tranche marginale d’imposition 100 si dépasse 2 000€ mois ,2.453739601512264,0
source ,4.360203531445466,0
sais but article final fn a plutot bonne idee  aeroport a nddl renovation infrastructures existantes lieu lancer chantier pharaonique surement generateur pot vin 😉 ,1.4199165179016675,1
toute facon comme dit article regions peuvent decider donc ca va rester voeux pieux ,1.9560287115206416,0
pourquoi construire nouvelles routes moins « pharaonique » qu’un tronçon lgv  ,2.71794702653461,0
rassurezvous pots vin n’ont raison limiter grands chantiers dirais c’est bien plus discret chantiers d’entretien ,1.8157980221366032,1
or  iledefrance candidat wallerand saintjust s’oppose supermétro grand paris prônant l’inverse « rénovation structures existantes » ,1.1532379279732727,1
l’occurence c’est plutôt bonne idée  n’avons toute façon plus moyens – ni temps – payer projets aussi coûteux ,1.9904697028333653,0
c’est pourquoi l’énergéticien jeanmarc jancovici prône développer busautocar augmenter l’usage transports commun beaucoup plus rapide économique déployer transport ferroviaire ,1.4240670659377541,1
